state_name,death_year,age_range,death_count,state_abbr,total_pop_15to64,female_pop_15to64,male_pop_15to64,aapi_pct,black_pct,latinx_pct,native_pct,white_pct,total_incarceration,total_incarceration_rate,total_prison_pop,female_prison_pop,male_prison_pop
COLORADO,2019,41-50,4,CO,3877220,1875093,2002127,4.09,4.79,21.63,0.8,68.68,32936,849,19785,1919,17866
COLORADO,2019,51-60,13,CO,3877220,1875093,2002127,4.09,4.79,21.63,0.8,68.68,32936,849,19785,1919,17866
COLORADO,2019,61-70,17,CO,3877220,1875093,2002127,4.09,4.79,21.63,0.8,68.68,32936,849,19785,1919,17866
COLORADO,2019,≥ 71,11,CO,3877220,1875093,2002127,4.09,4.79,21.63,0.8,68.68,32936,849,19785,1919,17866
CONNECTICUT,2015,≤ 20,0,CT,2418238,1217549,1200689,5.03,10.72,15.53,0.23,68.48,15816,654,11220,577,10643
CONNECTICUT,2015,21-30,0,CT,2418238,1217549,1200689,5.03,10.72,15.53,0.23,68.48,15816,654,11220,577,10643
CONNECTICUT,2015,31-40,0,CT,2418238,1217549,1200689,5.03,10.72,15.53,0.23,68.48,15816,654,11220,577,10643
CONNECTICUT,2015,41-50,1,CT,2418238,1217549,1200689,5.03,10.72,15.53,0.23,68.48,15816,654,11220,577,10643
CONNECTICUT,2015,51-60,2,CT,2418238,1217549,1200689,5.03,10.72,15.53,0.23,68.48,15816,654,11220,577,10643
CONNECTICUT,2015,61-70,0,CT,2418238,1217549,1200689,5.03,10.72,15.53,0.23,68.48,15816,654,11220,577,10643
CONNECTICUT,2015,≥ 71,1,CT,2418238,1217549,1200689,5.03,10.72,15.53,0.23,68.48,15816,654,11220,577,10643
CONNECTICUT,2016,≤ 20,0,CT,2410144,1212665,1197479,5.15,10.82,15.95,0.23,67.85,14957,620,10365,561,9804
CONNECTICUT,2016,21-30,2,CT,2410144,1212665,1197479,5.15,10.82,15.95,0.23,67.85,14957,620,10365,561,9804
CONNECTICUT,2016,31-40,3,CT,2410144,1212665,1197479,5.15,10.82,15.95,0.23,67.85,14957,620,10365,561,9804
CONNECTICUT,2016,41-50,2,CT,2410144,1212665,1197479,5.15,10.82,15.95,0.23,67.85,14957,620,10365,561,9804
CONNECTICUT,2016,51-60,3,CT,2410144,1212665,1197479,5.15,10.82,15.95,0.23,67.85,14957,620,10365,561,9804
CONNECTICUT,2016,61-70,4,CT,2410144,1212665,1197479,5.15,10.82,15.95,0.23,67.85,14957,620,10365,561,9804
CONNECTICUT,2016,≥ 71,3,CT,2410144,1212665,1197479,5.15,10.82,15.95,0.23,67.85,14957,620,10365,561,9804
CONNECTICUT,2017,≤ 20,0,CT,2402786,1208286,1194500,5.25,10.94,16.42,0.22,67.17,14040,584,9626,484,9142
CONNECTICUT,2017,21-30,1,CT,2402786,1208286,1194500,5.25,10.94,16.42,0.22,67.17,14040,584,9626,484,9142
CONNECTICUT,2017,31-40,2,CT,2402786,1208286,1194500,5.25,10.94,16.42,0.22,67.17,14040,584,9626,484,9142
CONNECTICUT,2017,41-50,3,CT,2402786,1208286,1194500,5.25,10.94,16.42,0.22,67.17,14040,584,9626,484,9142
CONNECTICUT,2017,51-60,3,CT,2402786,1208286,1194500,5.25,10.94,16.42,0.22,67.17,14040,584,9626,484,9142
CONNECTICUT,2017,61-70,2,CT,2402786,1208286,1194500,5.25,10.94,16.42,0.22,67.17,14040,584,9626,484,9142
CONNECTICUT,2017,≥ 71,3,CT,2402786,1208286,1194500,5.25,10.94,16.42,0.22,67.17,14040,584,9626,484,9142
CONNECTICUT,2018,≤ 20,0,CT,2396616,1204820,1191796,5.37,11.05,16.97,0.22,66.39,13681,570,9008,482,8526
CONNECTICUT,2018,21-30,1,CT,2396616,1204820,1191796,5.37,11.05,16.97,0.22,66.39,13681,570,9008,482,8526
CONNECTICUT,2018,31-40,2,CT,2396616,1204820,1191796,5.37,11.05,16.97,0.22,66.39,13681,570,9008,482,8526
CONNECTICUT,2018,41-50,3,CT,2396616,1204820,1191796,5.37,11.05,16.97,0.22,66.39,13681,570,9008,482,8526
CONNECTICUT,2018,51-60,12,CT,2396616,1204820,1191796,5.37,11.05,16.97,0.22,66.39,13681,570,9008,482,8526
CONNECTICUT,2018,61-70,7,CT,2396616,1204820,1191796,5.37,11.05,16.97,0.22,66.39,13681,570,9008,482,8526
CONNECTICUT,2018,≥ 71,3,CT,2396616,1204820,1191796,5.37,11.05,16.97,0.22,66.39,13681,570,9008,482,8526
CONNECTICUT,2019,≤ 20,0,CT,2383868,1197713,1186155,5.48,11.23,17.38,0.22,65.7,12823,537,8751,519,8232
CONNECTICUT,2019,21-30,0,CT,2383868,1197713,1186155,5.48,11.23,17.38,0.22,65.7,12823,537,8751,519,8232
CONNECTICUT,2019,31-40,6,CT,2383868,1197713,1186155,5.48,11.23,17.38,0.22,65.7,12823,537,8751,519,8232
CONNECTICUT,2019,41-50,4,CT,2383868,1197713,1186155,5.48,11.23,17.38,0.22,65.7,12823,537,8751,519,8232
CONNECTICUT,2019,51-60,3,CT,2383868,1197713,1186155,5.48,11.23,17.38,0.22,65.7,12823,537,8751,519,8232
CONNECTICUT,2019,61-70,5,CT,2383868,1197713,1186155,5.48,11.23,17.38,0.22,65.7,12823,537,8751,519,8232
CONNECTICUT,2019,≥ 71,1,CT,2383868,1197713,1186155,5.48,11.23,17.38,0.22,65.7,12823,537,8751,519,8232
DELAWARE,2015,≤ 20,1,DE,616293,314420,301873,4.44,23.12,8.77,0.37,63.3,6654,1079,4188,225,3963
DELAWARE,2015,21-30,0,DE,616293,314420,301873,4.44,23.12,8.77,0.37,63.3,6654,1079,4188,225,3963
DELAWARE,2015,31-40,0,DE,616293,314420,301873,4.44,23.12,8.77,0.37,63.3,6654,1079,4188,225,3963
DELAWARE,2015,41-50,0,DE,616293,314420,301873,4.44,23.12,8.77,0.37,63.3,6654,1079,4188,225,3963
DELAWARE,2015,51-60,1,DE,616293,314420,301873,4.44,23.12,8.77,0.37,63.3,6654,1079,4188,225,3963
DELAWARE,2015,61-70,0,DE,616293,314420,301873,4.44,23.12,8.77,0.37,63.3,6654,1079,4188,225,3963
DELAWARE,2015,≥ 71,1,DE,616293,314420,301873,4.44,23.12,8.77,0.37,63.3,6654,1079,4188,225,3963
DELAWARE,2016,≤ 20,0,DE,617936,314952,302984,4.53,23.39,8.96,0.37,62.76,6585,1065,4090,201,3889
DELAWARE,2016,21-30,0,DE,617936,314952,302984,4.53,23.39,8.96,0.37,62.76,6585,1065,4090,201,3889
DELAWARE,2016,31-40,1,DE,617936,314952,302984,4.53,23.39,8.96,0.37,62.76,6585,1065,4090,201,3889
DELAWARE,2016,41-50,2,DE,617936,314952,302984,4.53,23.39,8.96,0.37,62.76,6585,1065,4090,201,3889
DELAWARE,2016,51-60,3,DE,617936,314952,302984,4.53,23.39,8.96,0.37,62.76,6585,1065,4090,201,3889
DELAWARE,2016,61-70,5,DE,617936,314952,302984,4.53,23.39,8.96,0.37,62.76,6585,1065,4090,201,3889
DELAWARE,2016,≥ 71,3,DE,617936,314952,302984,4.53,23.39,8.96,0.37,62.76,6585,1065,4090,201,3889
DELAWARE,2017,≤ 20,0,DE,619484,315249,304235,4.58,23.64,9.26,0.36,62.15,6443,1040,4066,184,3882
DELAWARE,2017,21-30,1,DE,619484,315249,304235,4.58,23.64,9.26,0.36,62.15,6443,1040,4066,184,3882
DELAWARE,2017,31-40,0,DE,619484,315249,304235,4.58,23.64,9.26,0.36,62.15,6443,1040,4066,184,3882
DELAWARE,2017,41-50,3,DE,619484,315249,304235,4.58,23.64,9.26,0.36,62.15,6443,1040,4066,184,3882
DELAWARE,2017,51-60,1,DE,619484,315249,304235,4.58,23.64,9.26,0.36,62.15,6443,1040,4066,184,3882
DELAWARE,2017,61-70,4,DE,619484,315249,304235,4.58,23.64,9.26,0.36,62.15,6443,1040,4066,184,3882
DELAWARE,2017,≥ 71,1,DE,619484,315249,304235,4.58,23.64,9.26,0.36,62.15,6443,1040,4066,184,3882
DELAWARE,2018,≤ 20,0,DE,621543,315961,305582,4.69,23.9,9.54,0.36,61.51,6067,976,3985,189,3796
DELAWARE,2018,21-30,1,DE,621543,315961,305582,4.69,23.9,9.54,0.36,61.51,6067,976,3985,189,3796
DELAWARE,2018,31-40,3,DE,621543,315961,305582,4.69,23.9,9.54,0.36,61.51,6067,976,3985,189,3796
DELAWARE,2018,41-50,2,DE,621543,315961,305582,4.69,23.9,9.54,0.36,61.51,6067,976,3985,189,3796
DELAWARE,2018,51-60,4,DE,621543,315961,305582,4.69,23.9,9.54,0.36,61.51,6067,976,3985,189,3796
DELAWARE,2018,61-70,2,DE,621543,315961,305582,4.69,23.9,9.54,0.36,61.51,6067,976,3985,189,3796
DELAWARE,2018,≥ 71,4,DE,621543,315961,305582,4.69,23.9,9.54,0.36,61.51,6067,976,3985,189,3796
DELAWARE,2019,≤ 20,0,DE,624163,317118,307045,4.83,24.15,9.79,0.36,60.87,5692,911,3735,167,3568
DELAWARE,2019,21-30,0,DE,624163,317118,307045,4.83,24.15,9.79,0.36,60.87,5692,911,3735,167,3568
DELAWARE,2019,31-40,2,DE,624163,317118,307045,4.83,24.15,9.79,0.36,60.87,5692,911,3735,167,3568
DELAWARE,2019,41-50,1,DE,624163,317118,307045,4.83,24.15,9.79,0.36,60.87,5692,911,3735,167,3568
DELAWARE,2019,51-60,4,DE,624163,317118,307045,4.83,24.15,9.79,0.36,60.87,5692,911,3735,167,3568
DELAWARE,2019,61-70,3,DE,624163,317118,307045,4.83,24.15,9.79,0.36,60.87,5692,911,3735,167,3568
DELAWARE,2019,≥ 71,3,DE,624163,317118,307045,4.83,24.15,9.79,0.36,60.87,5692,911,3735,167,3568
FLORIDA,2015,≤ 20,0,FL,12917746,6488423,6429323,3.3,16.95,26.26,0.32,53.18,154941,1199,101424,6943,94481
FLORIDA,2015,21-30,5,FL,12917746,6488423,6429323,3.3,16.95,26.26,0.32,53.18,154941,1199,101424,6943,94481
FLORIDA,2015,31-40,6,FL,12917746,6488423,6429323,3.3,16.95,26.26,0.32,53.18,154941,1199,101424,6943,94481
FLORIDA,2015,41-50,15,FL,12917746,6488423,6429323,3.3,16.95,26.26,0.32,53.18,154941,1199,101424,6943,94481
FLORIDA,2015,51-60,26,FL,12917746,6488423,6429323,3.3,16.95,26.26,0.32,53.18,154941,1199,101424,6943,94481
FLORIDA,2015,61-70,24,FL,12917746,6488423,6429323,3.3,16.95,26.26,0.32,53.18,154941,1199,101424,6943,94481
FLORIDA,2015,≥ 71,20,FL,12917746,6488423,6429323,3.3,16.95,26.26,0.32,53.18,154941,1199,101424,6943,94481
FLORIDA,2016,≤ 20,0,FL,13123991,6584226,6539765,3.37,16.96,26.88,0.31,52.48,152348,1160,99974,6863,93111
FLORIDA,2016,21-30,19,FL,13123991,6584226,6539765,3.37,16.96,26.88,0.31,52.48,152348,1160,99974,6863,93111
FLORIDA,2016,31-40,23,FL,13123991,6584226,6539765,3.37,16.96,26.88,0.31,52.48,152348,1160,99974,6863,93111
FLORIDA,2016,41-50,54,FL,13123991,6584226,6539765,3.37,16.96,26.88,0.31,52.48,152348,1160,99974,6863,93111
FLORIDA,2016,51-60,97,FL,13123991,6584226,6539765,3.37,16.96,26.88,0.31,52.48,152348,1160,99974,6863,93111
FLORIDA,2016,61-70,97,FL,13123991,6584226,6539765,3.37,16.96,26.88,0.31,52.48,152348,1160,99974,6863,93111
FLORIDA,2016,≥ 71,66,FL,13123991,6584226,6539765,3.37,16.96,26.88,0.31,52.48,152348,1160,99974,6863,93111
FLORIDA,2017,≤ 20,0,FL,13291633,6660174,6631459,3.43,16.98,27.52,0.31,51.77,152075,1144,98504,6725,91779
FLORIDA,2017,21-30,18,FL,13291633,6660174,6631459,3.43,16.98,27.52,0.31,51.77,152075,1144,98504,6725,91779
FLORIDA,2017,31-40,38,FL,13291633,6660174,6631459,3.43,16.98,27.52,0.31,51.77,152075,1144,98504,6725,91779
FLORIDA,2017,41-50,84,FL,13291633,6660174,6631459,3.43,16.98,27.52,0.31,51.77,152075,1144,98504,6725,91779
FLORIDA,2017,51-60,115,FL,13291633,6660174,6631459,3.43,16.98,27.52,0.31,51.77,152075,1144,98504,6725,91779
FLORIDA,2017,61-70,102,FL,13291633,6660174,6631459,3.43,16.98,27.52,0.31,51.77,152075,1144,98504,6725,91779
FLORIDA,2017,≥ 71,71,FL,13291633,6660174,6631459,3.43,16.98,27.52,0.31,51.77,152075,1144,98504,6725,91779
FLORIDA,2018,≤ 20,1,FL,13402272,6705418,6696854,3.47,17.0,28.12,0.31,51.11,152929,1141,97538,6726,90812
FLORIDA,2018,21-30,24,FL,13402272,6705418,6696854,3.47,17.0,28.12,0.31,51.11,152929,1141,97538,6726,90812
FLORIDA,2018,31-40,48,FL,13402272,6705418,6696854,3.47,17.0,28.12,0.31,51.11,152929,1141,97538,6726,90812
FLORIDA,2018,41-50,57,FL,13402272,6705418,6696854,3.47,17.0,28.12,0.31,51.11,152929,1141,97538,6726,90812
FLORIDA,2018,51-60,112,FL,13402272,6705418,6696854,3.47,17.0,28.12,0.31,51.11,152929,1141,97538,6726,90812
FLORIDA,2018,61-70,121,FL,13402272,6705418,6696854,3.47,17.0,28.12,0.31,51.11,152929,1141,97538,6726,90812
FLORIDA,2018,≥ 71,77,FL,13402272,6705418,6696854,3.47,17.0,28.12,0.31,51.11,152929,1141,97538,6726,90812
FLORIDA,2019,≤ 20,1,FL,13480937,6735061,6745876,3.51,17.05,28.56,0.3,50.59,151510,1123,96009,6628,89381
FLORIDA,2019,21-30,15,FL,13480937,6735061,6745876,3.51,17.05,28.56,0.3,50.59,151510,1123,96009,6628,89381
FLORIDA,2019,31-40,36,FL,13480937,6735061,6745876,3.51,17.05,28.56,0.3,50.59,151510,1123,96009,6628,89381
FLORIDA,2019,41-50,50,FL,13480937,6735061,6745876,3.51,17.05,28.56,0.3,50.59,151510,1123,96009,6628,89381
FLORIDA,2019,51-60,88,FL,13480937,6735061,6745876,3.51,17.05,28.56,0.3,50.59,151510,1123,96009,6628,89381
FLORIDA,2019,61-70,105,FL,13480937,6735061,6745876,3.51,17.05,28.56,0.3,50.59,151510,1123,96009,6628,89381
FLORIDA,2019,≥ 71,105,FL,13480937,6735061,6745876,3.51,17.05,28.56,0.3,50.59,151510,1123,96009,6628,89381
GEORGIA,2015,≤ 20,1,GA,6828589,3463902,3364687,4.4,32.54,8.89,0.27,53.89,81512,1193,52193,3615,48578
GEORGIA,2015,21-30,2,GA,6828589,3463902,3364687,4.4,32.54,8.89,0.27,53.89,81512,1193,52193,3615,48578
GEORGIA,2015,31-40,3,GA,6828589,3463902,3364687,4.4,32.54,8.89,0.27,53.89,81512,1193,52193,3615,48578
GEORGIA,2015,41-50,3,GA,6828589,3463902,3364687,4.4,32.54,8.89,0.27,53.89,81512,1193,52193,3615,48578
GEORGIA,2015,51-60,10,GA,6828589,3463902,3364687,4.4,32.54,8.89,0.27,53.89,81512,1193,52193,3615,48578
GEORGIA,2015,61-70,9,GA,6828589,3463902,3364687,4.4,32.54,8.89,0.27,53.89,81512,1193,52193,3615,48578
GEORGIA,2015,≥ 71,3,GA,6828589,3463902,3364687,4.4,32.54,8.89,0.27,53.89,81512,1193,52193,3615,48578
GEORGIA,2016,≤ 20,1,GA,6901050,3498570,3402480,4.59,32.75,9.12,0.27,53.27,84037,1217,53627,3788,49839
GEORGIA,2016,21-30,9,GA,6901050,3498570,3402480,4.59,32.75,9.12,0.27,53.27,84037,1217,53627,3788,49839
GEORGIA,2016,31-40,12,GA,6901050,3498570,3402480,4.59,32.75,9.12,0.27,53.27,84037,1217,53627,3788,49839
GEORGIA,2016,41-50,17,GA,6901050,3498570,3402480,4.59,32.75,9.12,0.27,53.27,84037,1217,53627,3788,49839
GEORGIA,2016,51-60,35,GA,6901050,3498570,3402480,4.59,32.75,9.12,0.27,53.27,84037,1217,53627,3788,49839
GEORGIA,2016,61-70,40,GA,6901050,3498570,3402480,4.59,32.75,9.12,0.27,53.27,84037,1217,53627,3788,49839
GEORGIA,2016,≥ 71,19,GA,6901050,3498570,3402480,4.59,32.75,9.12,0.27,53.27,84037,1217,53627,3788,49839
GEORGIA,2017,≤ 20,2,GA,6961084,3526248,3434836,4.72,32.97,9.35,0.27,52.69,85864,1233,53667,3828,49839
GEORGIA,2017,21-30,10,GA,6961084,3526248,3434836,4.72,32.97,9.35,0.27,52.69,85864,1233,53667,3828,49839
GEORGIA,2017,31-40,27,GA,6961084,3526248,3434836,4.72,32.97,9.35,0.27,52.69,85864,1233,53667,3828,49839
GEORGIA,2017,41-50,20,GA,6961084,3526248,3434836,4.72,32.97,9.35,0.27,52.69,85864,1233,53667,3828,49839
GEORGIA,2017,51-60,44,GA,6961084,3526248,3434836,4.72,32.97,9.35,0.27,52.69,85864,1233,53667,3828,49839
GEORGIA,2017,61-70,43,GA,6961084,3526248,3434836,4.72,32.97,9.35,0.27,52.69,85864,1233,53667,3828,49839
GEORGIA,2017,≥ 71,27,GA,6961084,3526248,3434836,4.72,32.97,9.35,0.27,52.69,85864,1233,53667,3828,49839
GEORGIA,2018,≤ 20,0,GA,7014199,3550594,3463605,4.83,33.17,9.59,0.27,52.14,87801,1251,53647,3939,49708
GEORGIA,2018,21-30,17,GA,7014199,3550594,3463605,4.83,33.17,9.59,0.27,52.14,87801,1251,53647,3939,49708
GEORGIA,2018,31-40,11,GA,7014199,3550594,3463605,4.83,33.17,9.59,0.27,52.14,87801,1251,53647,3939,49708
GEORGIA,2018,41-50,22,GA,7014199,3550594,3463605,4.83,33.17,9.59,0.27,52.14,87801,1251,53647,3939,49708
GEORGIA,2018,51-60,52,GA,7014199,3550594,3463605,4.83,33.17,9.59,0.27,52.14,87801,1251,53647,3939,49708
GEORGIA,2018,61-70,40,GA,7014199,3550594,3463605,4.83,33.17,9.59,0.27,52.14,87801,1251,53647,3939,49708
GEORGIA,2018,≥ 71,21,GA,7014199,3550594,3463605,4.83,33.17,9.59,0.27,52.14,87801,1251,53647,3939,49708
GEORGIA,2019,≤ 20,0,GA,7073783,3577768,3496015,4.95,33.35,9.82,0.27,51.61,91357,1291,54816,4018,50798
GEORGIA,2019,21-30,15,GA,7073783,3577768,3496015,4.95,33.35,9.82,0.27,51.61,91357,1291,54816,4018,50798
GEORGIA,2019,31-40,30,GA,7073783,3577768,3496015,4.95,33.35,9.82,0.27,51.61,91357,1291,54816,4018,50798
GEORGIA,2019,41-50,22,GA,7073783,3577768,3496015,4.95,33.35,9.82,0.27,51.61,91357,1291,54816,4018,50798
GEORGIA,2019,51-60,33,GA,7073783,3577768,3496015,4.95,33.35,9.82,0.27,51.61,91357,1291,54816,4018,50798
GEORGIA,2019,61-70,40,GA,7073783,3577768,3496015,4.95,33.35,9.82,0.27,51.61,91357,1291,54816,4018,50798
GEORGIA,2019,≥ 71,17,GA,7073783,3577768,3496015,4.95,33.35,9.82,0.27,51.61,91357,1291,54816,4018,50798
HAWAII,2015,≤ 20,0,HI,941542,455989,485553,65.99,2.85,9.18,0.45,21.68,5879,624,3769,355,3414
HAWAII,2015,21-30,0,HI,941542,455989,485553,65.99,2.85,9.18,0.45,21.68,5879,624,3769,355,3414
HAWAII,2015,31-40,0,HI,941542,455989,485553,65.99,2.85,9.18,0.45,21.68,5879,624,3769,355,3414
HAWAII,2015,41-50,0,HI,941542,455989,485553,65.99,2.85,9.18,0.45,21.68,5879,624,3769,355,3414
HAWAII,2015,51-60,0,HI,941542,455989,485553,65.99,2.85,9.18,0.45,21.68,5879,624,3769,355,3414
HAWAII,2015,61-70,1,HI,941542,455989,485553,65.99,2.85,9.18,0.45,21.68,5879,624,3769,355,3414
HAWAII,2015,≥ 71,0,HI,941542,455989,485553,65.99,2.85,9.18,0.45,21.68,5879,624,3769,355,3414
HAWAII,2016,≤ 20,0,HI,943498,456368,487130,66.21,2.93,9.38,0.44,21.2,5602,593,3629,358,3271
HAWAII,2016,21-30,1,HI,943498,456368,487130,66.21,2.93,9.38,0.44,21.2,5602,593,3629,358,3271
HAWAII,2016,31-40,2,HI,943498,456368,487130,66.21,2.93,9.38,0.44,21.2,5602,593,3629,358,3271
HAWAII,2016,41-50,2,HI,943498,456368,487130,66.21,2.93,9.38,0.44,21.2,5602,593,3629,358,3271
HAWAII,2016,51-60,2,HI,943498,456368,487130,66.21,2.93,9.38,0.44,21.2,5602,593,3629,358,3271
HAWAII,2016,61-70,1,HI,943498,456368,487130,66.21,2.93,9.38,0.44,21.2,5602,593,3629,358,3271
HAWAII,2016,≥ 71,1,HI,943498,456368,487130,66.21,2.93,9.38,0.44,21.2,5602,593,3629,358,3271
HAWAII,2017,≤ 20,0,HI,937138,453831,483307,66.45,2.98,9.52,0.44,20.77,5630,600,3425,271,3154
HAWAII,2017,21-30,1,HI,937138,453831,483307,66.45,2.98,9.52,0.44,20.77,5630,600,3425,271,3154
HAWAII,2017,31-40,1,HI,937138,453831,483307,66.45,2.98,9.52,0.44,20.77,5630,600,3425,271,3154
HAWAII,2017,41-50,1,HI,937138,453831,483307,66.45,2.98,9.52,0.44,20.77,5630,600,3425,271,3154
HAWAII,2017,51-60,0,HI,937138,453831,483307,66.45,2.98,9.52,0.44,20.77,5630,600,3425,271,3154
HAWAII,2017,61-70,0,HI,937138,453831,483307,66.45,2.98,9.52,0.44,20.77,5630,600,3425,271,3154
HAWAII,2017,≥ 71,1,HI,937138,453831,483307,66.45,2.98,9.52,0.44,20.77,5630,600,3425,271,3154
HAWAII,2018,≤ 20,0,HI,931759,451011,480748,66.65,3.03,9.69,0.44,20.35,5375,576,3264,301,2963
HAWAII,2018,21-30,1,HI,931759,451011,480748,66.65,3.03,9.69,0.44,20.35,5375,576,3264,301,2963
HAWAII,2018,31-40,1,HI,931759,451011,480748,66.65,3.03,9.69,0.44,20.35,5375,576,3264,301,2963
HAWAII,2018,41-50,2,HI,931759,451011,480748,66.65,3.03,9.69,0.44,20.35,5375,576,3264,301,2963
HAWAII,2018,51-60,0,HI,931759,451011,480748,66.65,3.03,9.69,0.44,20.35,5375,576,3264,301,2963
HAWAII,2018,61-70,2,HI,931759,451011,480748,66.65,3.03,9.69,0.44,20.35,5375,576,3264,301,2963
HAWAII,2018,≥ 71,0,HI,931759,451011,480748,66.65,3.03,9.69,0.44,20.35,5375,576,3264,301,2963
HAWAII,2019,≤ 20,0,HI,924083,446643,477440,66.87,3.07,9.85,0.44,19.93,5279,571,3037,285,2752
HAWAII,2019,21-30,0,HI,924083,446643,477440,66.87,3.07,9.85,0.44,19.93,5279,571,3037,285,2752
HAWAII,2019,31-40,0,HI,924083,446643,477440,66.87,3.07,9.85,0.44,19.93,5279,571,3037,285,2752
HAWAII,2019,41-50,2,HI,924083,446643,477440,66.87,3.07,9.85,0.44,19.93,5279,571,3037,285,2752
HAWAII,2019,51-60,1,HI,924083,446643,477440,66.87,3.07,9.85,0.44,19.93,5279,571,3037,285,2752
HAWAII,2019,61-70,3,HI,924083,446643,477440,66.87,3.07,9.85,0.44,19.93,5279,571,3037,285,2752
HAWAII,2019,≥ 71,3,HI,924083,446643,477440,66.87,3.07,9.85,0.44,19.93,5279,571,3037,285,2752
IDAHO,2015,≤ 20,0,ID,1061229,524409,536820,1.94,0.94,12.04,1.33,83.75,10960,1032,8052,984,7068
IDAHO,2015,21-30,0,ID,1061229,524409,536820,1.94,0.94,12.04,1.33,83.75,10960,1032,8052,984,7068
IDAHO,2015,31-40,0,ID,1061229,524409,536820,1.94,0.94,12.04,1.33,83.75,10960,1032,8052,984,7068
IDAHO,2015,41-50,1,ID,1061229,524409,536820,1.94,0.94,12.04,1.33,83.75,10960,1032,8052,984,7068
IDAHO,2015,51-60,3,ID,1061229,524409,536820,1.94,0.94,12.04,1.33,83.75,10960,1032,8052,984,7068
IDAHO,2015,61-70,0,ID,1061229,524409,536820,1.94,0.94,12.04,1.33,83.75,10960,1032,8052,984,7068
IDAHO,2015,≥ 71,0,ID,1061229,524409,536820,1.94,0.94,12.04,1.33,83.75,10960,1032,8052,984,7068
IDAHO,2016,≤ 20,0,ID,1081631,534064,547567,2.04,1.0,12.34,1.32,83.3,11267,1041,8252,1013,7239
IDAHO,2016,21-30,1,ID,1081631,534064,547567,2.04,1.0,12.34,1.32,83.3,11267,1041,8252,1013,7239
IDAHO,2016,31-40,1,ID,1081631,534064,547567,2.04,1.0,12.34,1.32,83.3,11267,1041,8252,1013,7239
IDAHO,2016,41-50,1,ID,1081631,534064,547567,2.04,1.0,12.34,1.32,83.3,11267,1041,8252,1013,7239
IDAHO,2016,51-60,4,ID,1081631,534064,547567,2.04,1.0,12.34,1.32,83.3,11267,1041,8252,1013,7239
IDAHO,2016,61-70,3,ID,1081631,534064,547567,2.04,1.0,12.34,1.32,83.3,11267,1041,8252,1013,7239
IDAHO,2016,≥ 71,6,ID,1081631,534064,547567,2.04,1.0,12.34,1.32,83.3,11267,1041,8252,1013,7239
IDAHO,2017,≤ 20,0,ID,1103498,544553,558945,2.09,1.04,12.59,1.31,82.97,11944,1082,8579,1045,7534
IDAHO,2017,21-30,1,ID,1103498,544553,558945,2.09,1.04,12.59,1.31,82.97,11944,1082,8579,1045,7534
IDAHO,2017,31-40,2,ID,1103498,544553,558945,2.09,1.04,12.59,1.31,82.97,11944,1082,8579,1045,7534
IDAHO,2017,41-50,0,ID,1103498,544553,558945,2.09,1.04,12.59,1.31,82.97,11944,1082,8579,1045,7534
IDAHO,2017,51-60,5,ID,1103498,544553,558945,2.09,1.04,12.59,1.31,82.97,11944,1082,8579,1045,7534
IDAHO,2017,61-70,3,ID,1103498,544553,558945,2.09,1.04,12.59,1.31,82.97,11944,1082,8579,1045,7534
IDAHO,2017,≥ 71,4,ID,1103498,544553,558945,2.09,1.04,12.59,1.31,82.97,11944,1082,8579,1045,7534
IDAHO,2018,≤ 20,0,ID,1124136,554308,569828,2.1,1.07,12.84,1.3,82.69,12391,1102,8664,1140,7524
IDAHO,2018,21-30,2,ID,1124136,554308,569828,2.1,1.07,12.84,1.3,82.69,12391,1102,8664,1140,7524
IDAHO,2018,31-40,1,ID,1124136,554308,569828,2.1,1.07,12.84,1.3,82.69,12391,1102,8664,1140,7524
IDAHO,2018,41-50,2,ID,1124136,554308,569828,2.1,1.07,12.84,1.3,82.69,12391,1102,8664,1140,7524
IDAHO,2018,51-60,6,ID,1124136,554308,569828,2.1,1.07,12.84,1.3,82.69,12391,1102,8664,1140,7524
IDAHO,2018,61-70,7,ID,1124136,554308,569828,2.1,1.07,12.84,1.3,82.69,12391,1102,8664,1140,7524
IDAHO,2018,≥ 71,4,ID,1124136,554308,569828,2.1,1.07,12.84,1.3,82.69,12391,1102,8664,1140,7524
IDAHO,2019,≤ 20,0,ID,1148500,565900,582600,2.12,1.1,13.12,1.28,82.37,12697,1105,9437,1320,8117
IDAHO,2019,21-30,2,ID,1148500,565900,582600,2.12,1.1,13.12,1.28,82.37,12697,1105,9437,1320,8117
IDAHO,2019,31-40,3,ID,1148500,565900,582600,2.12,1.1,13.12,1.28,82.37,12697,1105,9437,1320,8117
IDAHO,2019,41-50,0,ID,1148500,565900,582600,2.12,1.1,13.12,1.28,82.37,12697,1105,9437,1320,8117
IDAHO,2019,51-60,5,ID,1148500,565900,582600,2.12,1.1,13.12,1.28,82.37,12697,1105,9437,1320,8117
IDAHO,2019,61-70,10,ID,1148500,565900,582600,2.12,1.1,13.12,1.28,82.37,12697,1105,9437,1320,8117
IDAHO,2019,≥ 71,5,ID,1148500,565900,582600,2.12,1.1,13.12,1.28,82.37,12697,1105,9437,1320,8117
ILLINOIS,2015,≤ 20,0,IL,8661543,4324515,4337028,5.96,14.79,16.75,0.21,62.29,65026,750,46240,2675,43565
