state_name,death_year,age_range,death_count,state_abbr,total_pop_15to64,female_pop_15to64,male_pop_15to64,aapi_pct,black_pct,latinx_pct,native_pct,white_pct,total_incarceration,total_incarceration_rate,total_prison_pop,female_prison_pop,male_prison_pop
ILLINOIS,2015,21-30,2,IL,8661543,4324515,4337028,5.96,14.79,16.75,0.21,62.29,65026,750,46240,2675,43565
ILLINOIS,2015,31-40,2,IL,8661543,4324515,4337028,5.96,14.79,16.75,0.21,62.29,65026,750,46240,2675,43565
ILLINOIS,2015,41-50,4,IL,8661543,4324515,4337028,5.96,14.79,16.75,0.21,62.29,65026,750,46240,2675,43565
ILLINOIS,2015,51-60,11,IL,8661543,4324515,4337028,5.96,14.79,16.75,0.21,62.29,65026,750,46240,2675,43565
ILLINOIS,2015,61-70,7,IL,8661543,4324515,4337028,5.96,14.79,16.75,0.21,62.29,65026,750,46240,2675,43565
ILLINOIS,2015,≥ 71,3,IL,8661543,4324515,4337028,5.96,14.79,16.75,0.21,62.29,65026,750,46240,2675,43565
ILLINOIS,2016,≤ 20,1,IL,8621099,4297562,4323537,6.09,14.78,17.08,0.21,61.85,61902,718,43657,2613,41044
ILLINOIS,2016,21-30,3,IL,8621099,4297562,4323537,6.09,14.78,17.08,0.21,61.85,61902,718,43657,2613,41044
ILLINOIS,2016,31-40,9,IL,8621099,4297562,4323537,6.09,14.78,17.08,0.21,61.85,61902,718,43657,2613,41044
ILLINOIS,2016,41-50,19,IL,8621099,4297562,4323537,6.09,14.78,17.08,0.21,61.85,61902,718,43657,2613,41044
ILLINOIS,2016,51-60,25,IL,8621099,4297562,4323537,6.09,14.78,17.08,0.21,61.85,61902,718,43657,2613,41044
ILLINOIS,2016,61-70,19,IL,8621099,4297562,4323537,6.09,14.78,17.08,0.21,61.85,61902,718,43657,2613,41044
ILLINOIS,2016,≥ 71,14,IL,8621099,4297562,4323537,6.09,14.78,17.08,0.21,61.85,61902,718,43657,2613,41044
ILLINOIS,2017,≤ 20,0,IL,8577540,4269544,4307996,6.25,14.76,17.41,0.21,61.37,60044,700,41427,2279,39148
ILLINOIS,2017,21-30,7,IL,8577540,4269544,4307996,6.25,14.76,17.41,0.21,61.37,60044,700,41427,2279,39148
ILLINOIS,2017,31-40,2,IL,8577540,4269544,4307996,6.25,14.76,17.41,0.21,61.37,60044,700,41427,2279,39148
ILLINOIS,2017,41-50,9,IL,8577540,4269544,4307996,6.25,14.76,17.41,0.21,61.37,60044,700,41427,2279,39148
ILLINOIS,2017,51-60,32,IL,8577540,4269544,4307996,6.25,14.76,17.41,0.21,61.37,60044,700,41427,2279,39148
ILLINOIS,2017,61-70,37,IL,8577540,4269544,4307996,6.25,14.76,17.41,0.21,61.37,60044,700,41427,2279,39148
ILLINOIS,2017,≥ 71,17,IL,8577540,4269544,4307996,6.25,14.76,17.41,0.21,61.37,60044,700,41427,2279,39148
ILLINOIS,2018,≤ 20,0,IL,8521827,4236162,4285665,6.38,14.76,17.76,0.21,60.88,57185,671,39965,2338,37627
ILLINOIS,2018,21-30,4,IL,8521827,4236162,4285665,6.38,14.76,17.76,0.21,60.88,57185,671,39965,2338,37627
ILLINOIS,2018,31-40,10,IL,8521827,4236162,4285665,6.38,14.76,17.76,0.21,60.88,57185,671,39965,2338,37627
ILLINOIS,2018,41-50,12,IL,8521827,4236162,4285665,6.38,14.76,17.76,0.21,60.88,57185,671,39965,2338,37627
ILLINOIS,2018,51-60,23,IL,8521827,4236162,4285665,6.38,14.76,17.76,0.21,60.88,57185,671,39965,2338,37627
ILLINOIS,2018,61-70,21,IL,8521827,4236162,4285665,6.38,14.76,17.76,0.21,60.88,57185,671,39965,2338,37627
ILLINOIS,2018,≥ 71,13,IL,8521827,4236162,4285665,6.38,14.76,17.76,0.21,60.88,57185,671,39965,2338,37627
ILLINOIS,2019,≤ 20,0,IL,8464548,4201747,4262801,6.48,14.78,18.12,0.21,60.4,54721,646,38259,2264,35995
ILLINOIS,2019,21-30,3,IL,8464548,4201747,4262801,6.48,14.78,18.12,0.21,60.4,54721,646,38259,2264,35995
ILLINOIS,2019,31-40,7,IL,8464548,4201747,4262801,6.48,14.78,18.12,0.21,60.4,54721,646,38259,2264,35995
ILLINOIS,2019,41-50,16,IL,8464548,4201747,4262801,6.48,14.78,18.12,0.21,60.4,54721,646,38259,2264,35995
ILLINOIS,2019,51-60,23,IL,8464548,4201747,4262801,6.48,14.78,18.12,0.21,60.4,54721,646,38259,2264,35995
ILLINOIS,2019,61-70,28,IL,8464548,4201747,4262801,6.48,14.78,18.12,0.21,60.4,54721,646,38259,2264,35995
ILLINOIS,2019,≥ 71,17,IL,8464548,4201747,4262801,6.48,14.78,18.12,0.21,60.4,54721,646,38259,2264,35995
INDIANA,2015,≤ 20,0,IN,4359752,2170547,2189205,2.52,9.93,6.38,0.3,80.87,43189,990,27355,2540,24815
INDIANA,2015,21-30,0,IN,4359752,2170547,2189205,2.52,9.93,6.38,0.3,80.87,43189,990,27355,2540,24815
INDIANA,2015,31-40,4,IN,4359752,2170547,2189205,2.52,9.93,6.38,0.3,80.87,43189,990,27355,2540,24815
INDIANA,2015,41-50,3,IN,4359752,2170547,2189205,2.52,9.93,6.38,0.3,80.87,43189,990,27355,2540,24815
INDIANA,2015,51-60,6,IN,4359752,2170547,2189205,2.52,9.93,6.38,0.3,80.87,43189,990,27355,2540,24815
INDIANA,2015,61-70,6,IN,4359752,2170547,2189205,2.52,9.93,6.38,0.3,80.87,43189,990,27355,2540,24815
INDIANA,2015,≥ 71,4,IN,4359752,2170547,2189205,2.52,9.93,6.38,0.3,80.87,43189,990,27355,2540,24815
INDIANA,2016,≤ 20,0,IN,4365809,2171275,2194534,2.68,10.05,6.58,0.3,80.39,43127,987,25546,2205,23341
INDIANA,2016,21-30,4,IN,4365809,2171275,2194534,2.68,10.05,6.58,0.3,80.39,43127,987,25546,2205,23341
INDIANA,2016,31-40,9,IN,4365809,2171275,2194534,2.68,10.05,6.58,0.3,80.39,43127,987,25546,2205,23341
INDIANA,2016,41-50,12,IN,4365809,2171275,2194534,2.68,10.05,6.58,0.3,80.39,43127,987,25546,2205,23341
INDIANA,2016,51-60,17,IN,4365809,2171275,2194534,2.68,10.05,6.58,0.3,80.39,43127,987,25546,2205,23341
INDIANA,2016,61-70,16,IN,4365809,2171275,2194534,2.68,10.05,6.58,0.3,80.39,43127,987,25546,2205,23341
INDIANA,2016,≥ 71,12,IN,4365809,2171275,2194534,2.68,10.05,6.58,0.3,80.39,43127,987,25546,2205,23341
INDIANA,2017,≤ 20,0,IN,4366806,2169709,2197097,2.77,10.18,6.8,0.3,79.95,45367,1038,26024,2416,23608
INDIANA,2017,21-30,2,IN,4366806,2169709,2197097,2.77,10.18,6.8,0.3,79.95,45367,1038,26024,2416,23608
INDIANA,2017,31-40,3,IN,4366806,2169709,2197097,2.77,10.18,6.8,0.3,79.95,45367,1038,26024,2416,23608
INDIANA,2017,41-50,15,IN,4366806,2169709,2197097,2.77,10.18,6.8,0.3,79.95,45367,1038,26024,2416,23608
INDIANA,2017,51-60,16,IN,4366806,2169709,2197097,2.77,10.18,6.8,0.3,79.95,45367,1038,26024,2416,23608
INDIANA,2017,61-70,18,IN,4366806,2169709,2197097,2.77,10.18,6.8,0.3,79.95,45367,1038,26024,2416,23608
INDIANA,2017,≥ 71,14,IN,4366806,2169709,2197097,2.77,10.18,6.8,0.3,79.95,45367,1038,26024,2416,23608
INDIANA,2018,≤ 20,0,IN,4377031,2171709,2205322,2.93,10.33,7.04,0.3,79.4,46936,1072,26877,2567,24310
INDIANA,2018,21-30,3,IN,4377031,2171709,2205322,2.93,10.33,7.04,0.3,79.4,46936,1072,26877,2567,24310
INDIANA,2018,31-40,2,IN,4377031,2171709,2205322,2.93,10.33,7.04,0.3,79.4,46936,1072,26877,2567,24310
INDIANA,2018,41-50,15,IN,4377031,2171709,2205322,2.93,10.33,7.04,0.3,79.4,46936,1072,26877,2567,24310
INDIANA,2018,51-60,18,IN,4377031,2171709,2205322,2.93,10.33,7.04,0.3,79.4,46936,1072,26877,2567,24310
INDIANA,2018,61-70,19,IN,4377031,2171709,2205322,2.93,10.33,7.04,0.3,79.4,46936,1072,26877,2567,24310
INDIANA,2018,≥ 71,10,IN,4377031,2171709,2205322,2.93,10.33,7.04,0.3,79.4,46936,1072,26877,2567,24310
INDIANA,2019,≤ 20,0,IN,4383919,2172095,2211824,3.04,10.46,7.29,0.3,78.91,47497,1083,27180,2604,24576
INDIANA,2019,21-30,9,IN,4383919,2172095,2211824,3.04,10.46,7.29,0.3,78.91,47497,1083,27180,2604,24576
INDIANA,2019,31-40,12,IN,4383919,2172095,2211824,3.04,10.46,7.29,0.3,78.91,47497,1083,27180,2604,24576
INDIANA,2019,41-50,16,IN,4383919,2172095,2211824,3.04,10.46,7.29,0.3,78.91,47497,1083,27180,2604,24576
INDIANA,2019,51-60,23,IN,4383919,2172095,2211824,3.04,10.46,7.29,0.3,78.91,47497,1083,27180,2604,24576
INDIANA,2019,61-70,21,IN,4383919,2172095,2211824,3.04,10.46,7.29,0.3,78.91,47497,1083,27180,2604,24576
INDIANA,2019,≥ 71,12,IN,4383919,2172095,2211824,3.04,10.46,7.29,0.3,78.91,47497,1083,27180,2604,24576
IOWA,2015,≤ 20,0,IA,2029629,996258,1033371,2.93,3.89,5.54,0.35,87.29,13302,655,8849,808,8041
IOWA,2015,21-30,0,IA,2029629,996258,1033371,2.93,3.89,5.54,0.35,87.29,13302,655,8849,808,8041
IOWA,2015,31-40,0,IA,2029629,996258,1033371,2.93,3.89,5.54,0.35,87.29,13302,655,8849,808,8041
IOWA,2015,41-50,1,IA,2029629,996258,1033371,2.93,3.89,5.54,0.35,87.29,13302,655,8849,808,8041
IOWA,2015,51-60,1,IA,2029629,996258,1033371,2.93,3.89,5.54,0.35,87.29,13302,655,8849,808,8041
IOWA,2015,61-70,2,IA,2029629,996258,1033371,2.93,3.89,5.54,0.35,87.29,13302,655,8849,808,8041
IOWA,2015,≥ 71,2,IA,2029629,996258,1033371,2.93,3.89,5.54,0.35,87.29,13302,655,8849,808,8041
IOWA,2016,≤ 20,0,IA,2030023,995435,1034588,3.05,4.06,5.74,0.35,86.8,13480,664,9031,821,8210
IOWA,2016,21-30,2,IA,2030023,995435,1034588,3.05,4.06,5.74,0.35,86.8,13480,664,9031,821,8210
IOWA,2016,31-40,1,IA,2030023,995435,1034588,3.05,4.06,5.74,0.35,86.8,13480,664,9031,821,8210
IOWA,2016,41-50,6,IA,2030023,995435,1034588,3.05,4.06,5.74,0.35,86.8,13480,664,9031,821,8210
IOWA,2016,51-60,5,IA,2030023,995435,1034588,3.05,4.06,5.74,0.35,86.8,13480,664,9031,821,8210
IOWA,2016,61-70,9,IA,2030023,995435,1034588,3.05,4.06,5.74,0.35,86.8,13480,664,9031,821,8210
IOWA,2016,≥ 71,6,IA,2030023,995435,1034588,3.05,4.06,5.74,0.35,86.8,13480,664,9031,821,8210
IOWA,2017,≤ 20,0,IA,2029809,994161,1035648,3.17,4.25,5.93,0.35,86.3,13748,677,9024,806,8218
IOWA,2017,21-30,1,IA,2029809,994161,1035648,3.17,4.25,5.93,0.35,86.3,13748,677,9024,806,8218
IOWA,2017,31-40,1,IA,2029809,994161,1035648,3.17,4.25,5.93,0.35,86.3,13748,677,9024,806,8218
IOWA,2017,41-50,1,IA,2029809,994161,1035648,3.17,4.25,5.93,0.35,86.3,13748,677,9024,806,8218
IOWA,2017,51-60,3,IA,2029809,994161,1035648,3.17,4.25,5.93,0.35,86.3,13748,677,9024,806,8218
IOWA,2017,61-70,3,IA,2029809,994161,1035648,3.17,4.25,5.93,0.35,86.3,13748,677,9024,806,8218
IOWA,2017,≥ 71,7,IA,2029809,994161,1035648,3.17,4.25,5.93,0.35,86.3,13748,677,9024,806,8218
IOWA,2018,≤ 20,0,IA,2026907,991575,1035332,3.24,4.41,6.14,0.36,85.86,14325,706,9419,837,8582
IOWA,2018,21-30,2,IA,2026907,991575,1035332,3.24,4.41,6.14,0.36,85.86,14325,706,9419,837,8582
IOWA,2018,31-40,1,IA,2026907,991575,1035332,3.24,4.41,6.14,0.36,85.86,14325,706,9419,837,8582
IOWA,2018,41-50,0,IA,2026907,991575,1035332,3.24,4.41,6.14,0.36,85.86,14325,706,9419,837,8582
IOWA,2018,51-60,4,IA,2026907,991575,1035332,3.24,4.41,6.14,0.36,85.86,14325,706,9419,837,8582
IOWA,2018,61-70,8,IA,2026907,991575,1035332,3.24,4.41,6.14,0.36,85.86,14325,706,9419,837,8582
IOWA,2018,≥ 71,4,IA,2026907,991575,1035332,3.24,4.41,6.14,0.36,85.86,14325,706,9419,837,8582
IOWA,2019,≤ 20,0,IA,2027437,990123,1037314,3.35,4.58,6.37,0.36,85.33,14412,710,9282,839,8443
IOWA,2019,21-30,2,IA,2027437,990123,1037314,3.35,4.58,6.37,0.36,85.33,14412,710,9282,839,8443
IOWA,2019,31-40,0,IA,2027437,990123,1037314,3.35,4.58,6.37,0.36,85.33,14412,710,9282,839,8443
IOWA,2019,41-50,0,IA,2027437,990123,1037314,3.35,4.58,6.37,0.36,85.33,14412,710,9282,839,8443
IOWA,2019,51-60,5,IA,2027437,990123,1037314,3.35,4.58,6.37,0.36,85.33,14412,710,9282,839,8443
IOWA,2019,61-70,5,IA,2027437,990123,1037314,3.35,4.58,6.37,0.36,85.33,14412,710,9282,839,8443
IOWA,2019,≥ 71,4,IA,2027437,990123,1037314,3.35,4.58,6.37,0.36,85.33,14412,710,9282,839,8443
KANSAS,2015,≤ 20,0,KS,1898996,931767,967229,3.54,6.71,11.17,1.06,77.51,17081,899,9857,839,9018
KANSAS,2015,21-30,0,KS,1898996,931767,967229,3.54,6.71,11.17,1.06,77.51,17081,899,9857,839,9018
KANSAS,2015,31-40,1,KS,1898996,931767,967229,3.54,6.71,11.17,1.06,77.51,17081,899,9857,839,9018
KANSAS,2015,41-50,0,KS,1898996,931767,967229,3.54,6.71,11.17,1.06,77.51,17081,899,9857,839,9018
KANSAS,2015,51-60,2,KS,1898996,931767,967229,3.54,6.71,11.17,1.06,77.51,17081,899,9857,839,9018
KANSAS,2015,61-70,1,KS,1898996,931767,967229,3.54,6.71,11.17,1.06,77.51,17081,899,9857,839,9018
KANSAS,2015,≥ 71,1,KS,1898996,931767,967229,3.54,6.71,11.17,1.06,77.51,17081,899,9857,839,9018
KANSAS,2016,≤ 20,1,KS,1896384,929293,967091,3.7,6.72,11.47,1.07,77.04,17303,912,9920,869,9051
KANSAS,2016,21-30,1,KS,1896384,929293,967091,3.7,6.72,11.47,1.07,77.04,17303,912,9920,869,9051
KANSAS,2016,31-40,3,KS,1896384,929293,967091,3.7,6.72,11.47,1.07,77.04,17303,912,9920,869,9051
KANSAS,2016,41-50,7,KS,1896384,929293,967091,3.7,6.72,11.47,1.07,77.04,17303,912,9920,869,9051
KANSAS,2016,51-60,10,KS,1896384,929293,967091,3.7,6.72,11.47,1.07,77.04,17303,912,9920,869,9051
KANSAS,2016,61-70,9,KS,1896384,929293,967091,3.7,6.72,11.47,1.07,77.04,17303,912,9920,869,9051
KANSAS,2016,≥ 71,4,KS,1896384,929293,967091,3.7,6.72,11.47,1.07,77.04,17303,912,9920,869,9051
KANSAS,2017,≤ 20,0,KS,1889527,924810,964717,3.74,6.75,11.77,1.07,76.67,17626,932,10015,903,9112
KANSAS,2017,21-30,1,KS,1889527,924810,964717,3.74,6.75,11.77,1.07,76.67,17626,932,10015,903,9112
KANSAS,2017,31-40,3,KS,1889527,924810,964717,3.74,6.75,11.77,1.07,76.67,17626,932,10015,903,9112
KANSAS,2017,41-50,3,KS,1889527,924810,964717,3.74,6.75,11.77,1.07,76.67,17626,932,10015,903,9112
KANSAS,2017,51-60,8,KS,1889527,924810,964717,3.74,6.75,11.77,1.07,76.67,17626,932,10015,903,9112
KANSAS,2017,61-70,7,KS,1889527,924810,964717,3.74,6.75,11.77,1.07,76.67,17626,932,10015,903,9112
KANSAS,2017,≥ 71,4,KS,1889527,924810,964717,3.74,6.75,11.77,1.07,76.67,17626,932,10015,903,9112
KANSAS,2018,≤ 20,0,KS,1886845,922547,964298,3.84,6.78,12.1,1.06,76.22,18166,962,10218,929,9289
KANSAS,2018,21-30,1,KS,1886845,922547,964298,3.84,6.78,12.1,1.06,76.22,18166,962,10218,929,9289
KANSAS,2018,31-40,2,KS,1886845,922547,964298,3.84,6.78,12.1,1.06,76.22,18166,962,10218,929,9289
KANSAS,2018,41-50,1,KS,1886845,922547,964298,3.84,6.78,12.1,1.06,76.22,18166,962,10218,929,9289
KANSAS,2018,51-60,10,KS,1886845,922547,964298,3.84,6.78,12.1,1.06,76.22,18166,962,10218,929,9289
KANSAS,2018,61-70,9,KS,1886845,922547,964298,3.84,6.78,12.1,1.06,76.22,18166,962,10218,929,9289
KANSAS,2018,≥ 71,10,KS,1886845,922547,964298,3.84,6.78,12.1,1.06,76.22,18166,962,10218,929,9289
KANSAS,2019,≤ 20,0,KS,1880114,918532,961582,3.88,6.81,12.42,1.07,75.82,17290,919,10177,910,9267
KANSAS,2019,21-30,3,KS,1880114,918532,961582,3.88,6.81,12.42,1.07,75.82,17290,919,10177,910,9267
KANSAS,2019,31-40,3,KS,1880114,918532,961582,3.88,6.81,12.42,1.07,75.82,17290,919,10177,910,9267
KANSAS,2019,41-50,7,KS,1880114,918532,961582,3.88,6.81,12.42,1.07,75.82,17290,919,10177,910,9267
KANSAS,2019,51-60,7,KS,1880114,918532,961582,3.88,6.81,12.42,1.07,75.82,17290,919,10177,910,9267
KANSAS,2019,61-70,10,KS,1880114,918532,961582,3.88,6.81,12.42,1.07,75.82,17290,919,10177,910,9267
KANSAS,2019,≥ 71,5,KS,1880114,918532,961582,3.88,6.81,12.42,1.07,75.82,17290,919,10177,910,9267
KENTUCKY,2015,≤ 20,0,KY,2933780,1460919,1472861,1.69,8.71,3.31,0.24,86.05,34234,1166,21701,2587,19114
KENTUCKY,2015,21-30,0,KY,2933780,1460919,1472861,1.69,8.71,3.31,0.24,86.05,34234,1166,21701,2587,19114
KENTUCKY,2015,31-40,2,KY,2933780,1460919,1472861,1.69,8.71,3.31,0.24,86.05,34234,1166,21701,2587,19114
KENTUCKY,2015,41-50,1,KY,2933780,1460919,1472861,1.69,8.71,3.31,0.24,86.05,34234,1166,21701,2587,19114
KENTUCKY,2015,51-60,4,KY,2933780,1460919,1472861,1.69,8.71,3.31,0.24,86.05,34234,1166,21701,2587,19114
KENTUCKY,2015,61-70,4,KY,2933780,1460919,1472861,1.69,8.71,3.31,0.24,86.05,34234,1166,21701,2587,19114
KENTUCKY,2015,≥ 71,2,KY,2933780,1460919,1472861,1.69,8.71,3.31,0.24,86.05,34234,1166,21701,2587,19114
KENTUCKY,2016,≤ 20,0,KY,2930413,1457557,1472856,1.77,8.79,3.42,0.24,85.78,35444,1209,23022,2942,20080
KENTUCKY,2016,21-30,6,KY,2930413,1457557,1472856,1.77,8.79,3.42,0.24,85.78,35444,1209,23022,2942,20080
KENTUCKY,2016,31-40,2,KY,2930413,1457557,1472856,1.77,8.79,3.42,0.24,85.78,35444,1209,23022,2942,20080
KENTUCKY,2016,41-50,5,KY,2930413,1457557,1472856,1.77,8.79,3.42,0.24,85.78,35444,1209,23022,2942,20080
KENTUCKY,2016,51-60,13,KY,2930413,1457557,1472856,1.77,8.79,3.42,0.24,85.78,35444,1209,23022,2942,20080
KENTUCKY,2016,61-70,8,KY,2930413,1457557,1472856,1.77,8.79,3.42,0.24,85.78,35444,1209,23022,2942,20080
KENTUCKY,2016,≥ 71,8,KY,2930413,1457557,1472856,1.77,8.79,3.42,0.24,85.78,35444,1209,23022,2942,20080
KENTUCKY,2017,≤ 20,0,KY,2930536,1455501,1475035,1.84,8.91,3.57,0.24,85.44,36511,1245,23543,3021,20522
KENTUCKY,2017,21-30,2,KY,2930536,1455501,1475035,1.84,8.91,3.57,0.24,85.44,36511,1245,23543,3021,20522
KENTUCKY,2017,31-40,4,KY,2930536,1455501,1475035,1.84,8.91,3.57,0.24,85.44,36511,1245,23543,3021,20522
KENTUCKY,2017,41-50,7,KY,2930536,1455501,1475035,1.84,8.91,3.57,0.24,85.44,36511,1245,23543,3021,20522
KENTUCKY,2017,51-60,29,KY,2930536,1455501,1475035,1.84,8.91,3.57,0.24,85.44,36511,1245,23543,3021,20522
KENTUCKY,2017,61-70,17,KY,2930536,1455501,1475035,1.84,8.91,3.57,0.24,85.44,36511,1245,23543,3021,20522
KENTUCKY,2017,≥ 71,11,KY,2930536,1455501,1475035,1.84,8.91,3.57,0.24,85.44,36511,1245,23543,3021,20522
KENTUCKY,2018,≤ 20,0,KY,2924340,1451230,1473110,1.87,8.97,3.73,0.24,85.2,38223,1307,23431,3051,20380
KENTUCKY,2018,21-30,2,KY,2924340,1451230,1473110,1.87,8.97,3.73,0.24,85.2,38223,1307,23431,3051,20380
KENTUCKY,2018,31-40,2,KY,2924340,1451230,1473110,1.87,8.97,3.73,0.24,85.2,38223,1307,23431,3051,20380
KENTUCKY,2018,41-50,7,KY,2924340,1451230,1473110,1.87,8.97,3.73,0.24,85.2,38223,1307,23431,3051,20380
KENTUCKY,2018,51-60,12,KY,2924340,1451230,1473110,1.87,8.97,3.73,0.24,85.2,38223,1307,23431,3051,20380
KENTUCKY,2018,61-70,14,KY,2924340,1451230,1473110,1.87,8.97,3.73,0.24,85.2,38223,1307,23431,3051,20380
KENTUCKY,2018,≥ 71,13,KY,2924340,1451230,1473110,1.87,8.97,3.73,0.24,85.2,38223,1307,23431,3051,20380
KENTUCKY,2019,≤ 20,0,KY,2918305,1446272,1472033,1.94,9.07,3.84,0.23,84.92,37532,1286,23082,2905,20177
KENTUCKY,2019,21-30,2,KY,2918305,1446272,1472033,1.94,9.07,3.84,0.23,84.92,37532,1286,23082,2905,20177
KENTUCKY,2019,31-40,6,KY,2918305,1446272,1472033,1.94,9.07,3.84,0.23,84.92,37532,1286,23082,2905,20177
KENTUCKY,2019,41-50,7,KY,2918305,1446272,1472033,1.94,9.07,3.84,0.23,84.92,37532,1286,23082,2905,20177
KENTUCKY,2019,51-60,11,KY,2918305,1446272,1472033,1.94,9.07,3.84,0.23,84.92,37532,1286,23082,2905,20177
KENTUCKY,2019,61-70,25,KY,2918305,1446272,1472033,1.94,9.07,3.84,0.23,84.92,37532,1286,23082,2905,20177
KENTUCKY,2019,≥ 71,12,KY,2918305,1446272,1472033,1.94,9.07,3.84,0.23,84.92,37532,1286,23082,2905,20177
LOUISIANA,2015,≤ 20,0,LA,3092330,1557451,1534879,2.02,32.77,4.96,0.7,59.55,50250,1625,36377,2046,34331
LOUISIANA,2015,21-30,1,LA,3092330,1557451,1534879,2.02,32.77,4.96,0.7,59.55,50250,1625,36377,2046,34331
LOUISIANA,2015,31-40,1,LA,3092330,1557451,1534879,2.02,32.77,4.96,0.7,59.55,50250,1625,36377,2046,34331
LOUISIANA,2015,41-50,4,LA,3092330,1557451,1534879,2.02,32.77,4.96,0.7,59.55,50250,1625,36377,2046,34331
LOUISIANA,2015,51-60,14,LA,3092330,1557451,1534879,2.02,32.77,4.96,0.7,59.55,50250,1625,36377,2046,34331
LOUISIANA,2015,61-70,6,LA,3092330,1557451,1534879,2.02,32.77,4.96,0.7,59.55,50250,1625,36377,2046,34331
LOUISIANA,2015,≥ 71,10,LA,3092330,1557451,1534879,2.02,32.77,4.96,0.7,59.55,50250,1625,36377,2046,34331
LOUISIANA,2016,≤ 20,0,LA,3087502,1554536,1532966,2.06,32.87,5.04,0.71,59.32,45393,1470,35682,1981,33701
LOUISIANA,2016,21-30,5,LA,3087502,1554536,1532966,2.06,32.87,5.04,0.71,59.32,45393,1470,35682,1981,33701
LOUISIANA,2016,31-40,11,LA,3087502,1554536,1532966,2.06,32.87,5.04,0.71,59.32,45393,1470,35682,1981,33701
LOUISIANA,2016,41-50,12,LA,3087502,1554536,1532966,2.06,32.87,5.04,0.71,59.32,45393,1470,35682,1981,33701
LOUISIANA,2016,51-60,48,LA,3087502,1554536,1532966,2.06,32.87,5.04,0.71,59.32,45393,1470,35682,1981,33701
LOUISIANA,2016,61-70,35,LA,3087502,1554536,1532966,2.06,32.87,5.04,0.71,59.32,45393,1470,35682,1981,33701
LOUISIANA,2016,≥ 71,17,LA,3087502,1554536,1532966,2.06,32.87,5.04,0.71,59.32,45393,1470,35682,1981,33701
LOUISIANA,2017,≤ 20,0,LA,3066326,1544594,1521732,2.08,33.03,5.09,0.71,59.08,46570,1518,33739,1957,31782
LOUISIANA,2017,21-30,0,LA,3066326,1544594,1521732,2.08,33.03,5.09,0.71,59.08,46570,1518,33739,1957,31782
LOUISIANA,2017,31-40,16,LA,3066326,1544594,1521732,2.08,33.03,5.09,0.71,59.08,46570,1518,33739,1957,31782
LOUISIANA,2017,41-50,10,LA,3066326,1544594,1521732,2.08,33.03,5.09,0.71,59.08,46570,1518,33739,1957,31782
LOUISIANA,2017,51-60,41,LA,3066326,1544594,1521732,2.08,33.03,5.09,0.71,59.08,46570,1518,33739,1957,31782
LOUISIANA,2017,61-70,36,LA,3066326,1544594,1521732,2.08,33.03,5.09,0.71,59.08,46570,1518,33739,1957,31782
LOUISIANA,2017,≥ 71,24,LA,3066326,1544594,1521732,2.08,33.03,5.09,0.71,59.08,46570,1518,33739,1957,31782
LOUISIANA,2018,≤ 20,0,LA,3043971,1533509,1510462,2.1,33.16,5.18,0.72,58.84,46646,1532,32397,1748,30649
LOUISIANA,2018,21-30,1,LA,3043971,1533509,1510462,2.1,33.16,5.18,0.72,58.84,46646,1532,32397,1748,30649
LOUISIANA,2018,31-40,7,LA,3043971,1533509,1510462,2.1,33.16,5.18,0.72,58.84,46646,1532,32397,1748,30649
LOUISIANA,2018,41-50,14,LA,3043971,1533509,1510462,2.1,33.16,5.18,0.72,58.84,46646,1532,32397,1748,30649
LOUISIANA,2018,51-60,31,LA,3043971,1533509,1510462,2.1,33.16,5.18,0.72,58.84,46646,1532,32397,1748,30649
LOUISIANA,2018,61-70,38,LA,3043971,1533509,1510462,2.1,33.16,5.18,0.72,58.84,46646,1532,32397,1748,30649
LOUISIANA,2018,≥ 71,24,LA,3043971,1533509,1510462,2.1,33.16,5.18,0.72,58.84,46646,1532,32397,1748,30649
LOUISIANA,2019,≤ 20,0,LA,3023510,1522463,1501047,2.14,33.27,5.3,0.72,58.57,48381,1600,31609,1689,29920
LOUISIANA,2019,21-30,4,LA,3023510,1522463,1501047,2.14,33.27,5.3,0.72,58.57,48381,1600,31609,1689,29920
LOUISIANA,2019,31-40,7,LA,3023510,1522463,1501047,2.14,33.27,5.3,0.72,58.57,48381,1600,31609,1689,29920
LOUISIANA,2019,41-50,12,LA,3023510,1522463,1501047,2.14,33.27,5.3,0.72,58.57,48381,1600,31609,1689,29920
LOUISIANA,2019,51-60,35,LA,3023510,1522463,1501047,2.14,33.27,5.3,0.72,58.57,48381,1600,31609,1689,29920
LOUISIANA,2019,61-70,29,LA,3023510,1522463,1501047,2.14,33.27,5.3,0.72,58.57,48381,1600,31609,1689,29920
LOUISIANA,2019,≥ 71,15,LA,3023510,1522463,1501047,2.14,33.27,5.3,0.72,58.57,48381,1600,31609,1689,29920
MAINE,2015,≤ 20,0,ME,876323,440421,435902,1.42,1.59,1.57,0.79,94.62,4070,464,2279,207,2072
MAINE,2015,21-30,0,ME,876323,440421,435902,1.42,1.59,1.57,0.79,94.62,4070,464,2279,207,2072
MAINE,2015,31-40,0,ME,876323,440421,435902,1.42,1.59,1.57,0.79,94.62,4070,464,2279,207,2072
MAINE,2015,41-50,0,ME,876323,440421,435902,1.42,1.59,1.57,0.79,94.62,4070,464,2279,207,2072
MAINE,2015,51-60,0,ME,876323,440421,435902,1.42,1.59,1.57,0.79,94.62,4070,464,2279,207,2072
