year,state_abbr,state_name,state_fips,region,division,total_pop_15to64,female_pop_15to64,male_pop_15to64,aapi_pop_15to64,black_pop_15to64,latinx_pop_15to64,native_pop_15to64,white_pop_15to64,aapi_female_pop_15to64,black_female_pop_15to64,latinx_female_pop_15to64,native_female_pop_15to64,white_female_pop_15to64,aapi_male_pop_15to64,black_male_pop_15to64,latinx_male_pop_15to64,native_male_pop_15to64,white_male_pop_15to64,total_incarceration,total_incarceration_rate,held_in_jail,total_jail_pop,female_jail_pop,male_jail_pop,total_jail_pop_rate,female_jail_pop_rate,male_jail_pop_rate,total_prison_pop,female_prison_pop,male_prison_pop,total_prison_pop_rate,female_prison_pop_rate,male_prison_pop_rate
2020,IA,Iowa,19,Midwest,West North Central,2023336.0,987091.0,1036245.0,68937.0,95353.0,133600.0,7359.0,1718087.0,33692.0,43293.0,62583.0,3745.0,843778.0,35245.0,52060.0,71017.0,3614.0,874309.0,11851.210580461471,585.7262748481455,67.0,3611.210580461472,414.2287781833744,3244.140036631794,178.4780471687091,41.96459882456374,313.06689408699623,8307.0,691.0,7616.0,410.5595906957618,70.0036774724924,734.9613267132772
2019,IA,Iowa,19,Midwest,West North Central,2027437.0,990123.0,1037314.0,68012.0,92918.0,129174.0,7315.0,1730018.0,33174.0,42197.0,60525.0,3731.0,850496.0,34838.0,50721.0,68649.0,3584.0,879522.0,14412.0,710.8482285762764,0.0,5130.0,776.0,4242.0,253.02882407690103,78.37410099553288,408.9407836007226,9282.0,839.0,8443.0,457.81940449937525,84.73694682377845,813.9290513769214
2018,IA,Iowa,19,Midwest,West North Central,2026907.0,991575.0,1035332.0,65649.0,89313.0,124491.0,7221.0,1740233.0,32057.0,40644.0,58319.0,3678.0,856877.0,33592.0,48669.0,66172.0,3543.0,883356.0,14325.5,706.766516668007,0.0,4906.5,731.78,4175.39,242.06833367293123,73.79976300330283,403.28995916285794,9419.0,837.0,8582.0,464.69818299507574,84.41116405718175,828.9128511434013
2017,IA,Iowa,19,Midwest,West North Central,2029809.0,994161.0,1035648.0,64363.0,86262.0,120394.0,7161.0,1751629.0,31518.0,39265.0,56308.0,3665.0,863405.0,32845.0,46997.0,64086.0,3496.0,888224.0,13748.5,677.3297389064685,0.0,4724.5,663.68,4010.155,232.7558898398815,66.75779878711798,387.2121608886417,9024.0,806.0,8218.0,444.57384906658706,81.07338750966896,793.5128537881596
2016,IA,Iowa,19,Midwest,West North Central,2030023.0,995435.0,1034588.0,61832.0,82454.0,116537.0,7135.0,1762065.0,30241.0,37377.0,54479.0,3654.0,869684.0,31591.0,45077.0,62058.0,3481.0,892381.0,13480.0,664.0318853530231,0.0,4449.0,645.09,3747.41,219.16007848186945,64.80483406751821,362.2127842194187,9031.0,821.0,8210.0,444.8718068711537,82.47650524645005,793.5526025818973
2015,IA,Iowa,19,Midwest,West North Central,2029629.0,996258.0,1033371.0,59378.0,78997.0,112428.0,7081.0,1771745.0,29063.0,35873.0,52414.0,3623.0,875285.0,30315.0,43124.0,60014.0,3458.0,896460.0,13302.33,655.4069733926742,0.0,4453.33,610.77,3719.0633333333335,219.4159622275795,61.30640858090977,359.8962360404282,8849.0,808.0,8041.0,435.99101116509473,81.10348925679894,778.1329261223703
2022,ID,Idaho,16,West,Mountain,1230563.0,603961.0,626602.0,27122.0,14721.0,172011.0,15354.0,1001355.0,14736.0,6125.0,82317.0,7581.0,493202.0,12386.0,8596.0,89694.0,7773.0,508153.0,12439.56279640201,1010.88386343503,740.0,4069.56279640201,968.0029025429386,3142.769056446717,330.70739136492887,160.27573014531376,501.55745695780047,9110.0,1296.0,7814.0,740.3115484538378,214.58339197398507,1247.043577901124
2021,ID,Idaho,16,West,Mountain,1208884.0,594317.0,614567.0,26197.0,14120.0,165098.0,15291.0,988178.0,14285.0,5865.0,78994.0,7541.0,487632.0,11912.0,8255.0,86104.0,7750.0,500546.0,12078.194645788726,999.1194064764464,509.0,3680.1946457887257,805.8754328379441,2931.0184812186126,304.42909706710697,135.59690078492525,476.92415655552816,8907.0,1239.0,7668.0,736.7952590984743,208.47460193802297,1247.7077356903317
2020,ID,Idaho,16,West,Mountain,1173077.0,577433.0,595644.0,25099.0,13385.0,156868.0,15073.0,962652.0,13750.0,5531.0,75059.0,7476.0,475617.0,11349.0,7854.0,81809.0,7597.0,487035.0,10879.324994040571,927.4178075301598,682.0,3205.3249940405726,672.1209202237145,2424.455566859093,273.2408012466848,116.3980791232428,407.0309726714435,8356.0,1086.0,7270.0,712.3147073891995,188.0737678657091,1220.5276977523488
2019,ID,Idaho,16,West,Mountain,1148500.0,565900.0,582600.0,24405.0,12609.0,150719.0,14716.0,946051.0,13397.0,5120.0,71957.0,7341.0,468085.0,11008.0,7489.0,78762.0,7375.0,477966.0,12697.14,1105.5411406181977,1015.0,4275.14,889.0,3316.0,372.23683064867225,157.09489309065205,569.1726742190182,9437.0,1320.0,8117.0,821.6804527644754,233.2567591447252,1393.2372124957087
2018,ID,Idaho,16,West,Mountain,1124136.0,554308.0,569828.0,23607.0,12048.0,144350.0,14561.0,929570.0,12959.0,4884.0,68832.0,7247.0,460386.0,10648.0,7164.0,75518.0,7314.0,469184.0,12391.17,1102.2838873588248,595.0,4322.17,961.43,3326.57,384.4881758079094,173.44689234144195,583.7849315933931,8664.0,1140.0,7524.0,770.7252503255834,205.661834214913,1320.39843601929
2017,ID,Idaho,16,West,Mountain,1103498.0,544553.0,558945.0,23044.0,11464.0,138918.0,14458.0,915614.0,12675.0,4631.0,66094.0,7205.0,453948.0,10369.0,6833.0,72824.0,7253.0,461666.0,11944.33,1082.4061303237522,680.0,4045.33,886.06,3257.94,366.5915117200031,162.71327125183407,582.8730912701608,8579.0,1045.0,7534.0,777.4368417523185,191.90051289773447,1347.896483553838
2016,ID,Idaho,16,West,Mountain,1081631.0,534064.0,547567.0,22029.0,10809.0,133464.0,14325.0,901004.0,12066.0,4344.0,63378.0,7147.0,447129.0,9963.0,6465.0,70086.0,7178.0,453875.0,11267.0,1041.6676297184529,791.0,3806.0,814.0,2984.0,351.8760094708824,152.41618981994668,544.9561423533559,8252.0,1013.0,7239.0,762.921920691992,189.6776416309656,1322.029998155477
2015,ID,Idaho,16,West,Mountain,1061229.0,524409.0,536820.0,20588.0,10012.0,127791.0,14095.0,888743.0,11178.0,4034.0,60520.0,7069.0,441608.0,9410.0,5978.0,67271.0,7026.0,447135.0,10960.0,1032.7648415186543,814.0,3722.0,798.18,2825.82,350.725432493835,152.2056257615716,526.3999105845535,8052.0,984.0,7068.0,758.7429291887048,187.63980023226145,1316.6424499832349
2022,IL,Illinois,17,Midwest,East North Central,8200674.0,4063914.0,4136760.0,556387.0,1216283.0,1587111.0,17395.0,4823498.0,283727.0,635221.0,763376.0,8825.0,2372766.0,272660.0,581062.0,823735.0,8571.0,2450732.0,44972.830622605514,548.4040777941608,0.0,15338.830622605516,1453.2021376556172,13620.948129071016,187.0435359655257,35.758683319962415,329.2660954242213,29634.0,1471.0,28163.0,361.36054182863506,36.19663211377012,680.7984993086377
2021,IL,Illinois,17,Midwest,East North Central,8300119.0,4112733.0,4187386.0,550659.0,1231847.0,1570416.0,17494.0,4929703.0,280834.0,643301.0,754271.0,8921.0,2425407.0,269825.0,588546.0,816145.0,8574.0,2504296.0,44717.533547709485,538.7577400722747,0.0,15737.533547709483,1361.9110607112027,14315.590360313956,189.6061194750278,33.114502223003605,341.8741515664894,28980.0,1310.0,27670.0,349.15162059724685,31.852298702590225,660.7941087829018
2020,IL,Illinois,17,Midwest,East North Central,8390732.0,4159613.0,4231119.0,549554.0,1243807.0,1553121.0,17699.0,5026551.0,280482.0,650405.0,745434.0,9065.0,2474227.0,269072.0,593402.0,807687.0,8634.0,2552324.0,42912.34058674543,511.4254702300756,0.0,13183.340586745428,1054.5056556293134,11846.216805959297,157.1178841934819,25.351052024054,279.97834156778134,29729.0,1418.0,28311.0,354.3075860365937,34.08970978790575,669.1137734485842
2019,IL,Illinois,17,Midwest,East North Central,8464548.0,4201747.0,4262801.0,548541.0,1251354.0,1533929.0,17785.0,5112939.0,280587.0,655557.0,736036.0,9120.0,2520447.0,267954.0,595797.0,797893.0,8665.0,2592492.0,54721.0,646.4727945307889,0.0,16462.0,1809.0,14735.0,194.48173724101983,43.053520357127645,345.66474015559254,38259.0,2264.0,35995.0,451.99105728976906,53.88234941323216,844.3978501459486
2018,IL,Illinois,17,Midwest,East North Central,8521827.0,4236162.0,4285665.0,543986.0,1258049.0,1513886.0,17821.0,5188085.0,278889.0,660340.0,726172.0,9119.0,2561642.0,265097.0,597709.0,787714.0,8702.0,2626443.0,57185.9,671.0521112432815,0.0,17220.9,1743.746666666667,14938.52,202.07990610464168,41.16336123752271,348.56947521563166,39965.0,2338.0,37627.0,468.9722051386398,55.191468126100936,877.9734300277787
2017,IL,Illinois,17,Midwest,East North Central,8577540.0,4269544.0,4307996.0,536251.0,1265758.0,1493361.0,17979.0,5264191.0,275562.0,665163.0,716214.0,9214.0,2603391.0,260689.0,600595.0,777147.0,8765.0,2660800.0,60044.895,700.02465741926,0.0,18617.895,1896.0233333333333,16239.01,217.0540154869578,44.40809916312687,376.95044285092195,41427.0,2279.0,39148.0,482.9706419323022,53.37806566696584,908.728791763038
2016,IL,Illinois,17,Midwest,East North Central,8621099.0,4297562.0,4323537.0,525289.0,1273777.0,1472175.0,18109.0,5331749.0,270477.0,670589.0,706012.0,9300.0,2641184.0,254812.0,603188.0,766163.0,8809.0,2690565.0,61902.31,718.0327009352288,216.58,18461.89,1777.27,15803.03,214.1477554079822,41.35530796297994,365.5116169932164,43657.0,2613.0,41044.0,506.3971542375282,60.80191513234713,949.3153406574293
2015,IL,Illinois,17,Midwest,East North Central,8661543.0,4324515.0,4337028.0,516408.0,1280652.0,1451196.0,18164.0,5395123.0,266362.0,675648.0,695867.0,9316.0,2677322.0,250046.0,605004.0,755329.0,8848.0,2717801.0,65026.1,750.7449885083986,0.0,18786.1,1753.25,16239.135,216.89091654916447,40.54211859595816,374.430024431477,46240.0,2675.0,43565.0,533.854071959234,61.85664750844892,1004.4897104653232
2022,IN,Indiana,18,Midwest,East North Central,4388557.0,2170401.0,2218156.0,146280.0,476284.0,355785.0,12957.0,3397251.0,71471.0,242587.0,169709.0,6659.0,1679975.0,74809.0,233697.0,186076.0,6298.0,1717276.0,44240.0,1008.0762309797958,1017.0,19971.0,3406.517093387866,15571.247773120109,455.06985553565784,156.9533507120512,701.9906522859577,25286.0,2530.0,22756.0,576.1802797593833,116.56832078496092,1025.897186672173
2021,IN,Indiana,18,Midwest,East North Central,4391801.0,2172270.0,2219531.0,141005.0,470843.0,342433.0,12987.0,3424533.0,69133.0,240221.0,162903.0,6660.0,1693353.0,71872.0,230622.0,179530.0,6327.0,1731180.0,41037.0,934.4002608497061,1580.0,17645.0,3093.926682105045,15099.600422936424,401.7713917365564,142.42827466682527,680.3059034965686,24972.0,2620.0,22352.0,568.6049982683642,120.61115791315076,1007.0595995280084
2020,IN,Indiana,18,Midwest,East North Central,4384218.0,2169655.0,2214563.0,136645.0,464142.0,330415.0,12993.0,3440023.0,66979.0,237322.0,156987.0,6674.0,1701693.0,69666.0,226820.0,173428.0,6319.0,1738330.0,39121.83,892.3331367190226,1361.0,14431.83,2547.2476954277104,12357.586590497236,329.1768338162017,117.40335193510998,558.0146778618281,26051.0,2634.0,23417.0,594.1994672710161,121.4017896854569,1057.4095205239137
2019,IN,Indiana,18,Midwest,East North Central,4383919.0,2172095.0,2211824.0,133394.0,458567.0,319661.0,13041.0,3459256.0,65293.0,234919.0,151837.0,6649.0,1713397.0,68101.0,223648.0,167824.0,6392.0,1745859.0,47497.0,1083.436988685238,316.0,20633.0,3999.39,16446.61,470.65194407104696,184.12592451066828,743.5767945369976,27180.0,2604.0,24576.0,619.9932069912788,119.88425920597396,1111.1191487206938
2018,IN,Indiana,18,Midwest,East North Central,4377031.0,2171709.0,2205322.0,128420.0,452059.0,308003.0,13063.0,3475486.0,63006.0,232287.0,146094.0,6659.0,1723663.0,65414.0,219772.0,161909.0,6404.0,1751823.0,46936.83,1072.3440158408748,315.0,20374.83,3796.35,16763.23,465.49430424413265,174.80933218953368,760.1261856545212,26877.0,2567.0,24310.0,614.0463707019667,118.20184011762166,1102.3333554011613
2017,IN,Indiana,18,Midwest,East North Central,4366806.0,2169709.0,2197097.0,121111.0,444549.0,296808.0,12906.0,3491432.0,59655.0,228872.0,140543.0,6573.0,1734066.0,61456.0,215677.0,156265.0,6333.0,1757366.0,45367.17,1038.909674485196,251.0,19594.17,3678.665,16201.505,448.7071328563714,169.546469134801,737.4050849825929,26024.0,2416.0,23608.0,595.9504498253415,111.35133789830802,1074.5087722572102
2016,IN,Indiana,18,Midwest,East North Central,4365809.0,2171275.0,2194534.0,116829.0,438837.0,287377.0,12923.0,3509843.0,57818.0,226195.0,135764.0,6579.0,1744919.0,59011.0,212642.0,151613.0,6344.0,1764924.0,43127.5,987.846696912302,403.0,17984.5,3129.78,14801.47,411.9396886121221,144.14479971445348,674.4698418889842,25546.0,2205.0,23341.0,585.137828979692,101.55323485049108,1063.5971007967978
2015,IN,Indiana,18,Midwest,East North Central,4359752.0,2170547.0,2189205.0,109928.0,433115.0,278032.0,12883.0,3525794.0,54753.0,223176.0,131018.0,6571.0,1755029.0,55175.0,209939.0,147014.0,6312.0,1770765.0,43189.33,990.6373114801024,596.0,16430.33,2793.39,13878.61,376.86386748604053,128.69520908784745,633.9566189552828,27355.0,2540.0,24815.0,627.4439463529118,117.02119327524352,1133.516504849934
2022,KS,Kansas,20,Midwest,West North Central,1865640.0,909812.0,955828.0,73385.0,128993.0,251096.0,20149.0,1392017.0,37236.0,59337.0,119147.0,10116.0,683976.0,36152.0,69656.0,131949.0,10034.0,708041.0,15906.473044672774,852.6014153144644,16.0,7213.473044672773,1091.278133705418,5891.717322577789,386.64871275662904,119.9454539735042,616.399323160421,8709.0,735.0,7974.0,466.8103171029781,80.78592060777392,834.2505136907477
2021,KS,Kansas,20,Midwest,West North Central,1872507.0,913124.0,959383.0,73257.0,129202.0,244864.0,20263.0,1404921.0,37140.0,59395.0,115972.0,10127.0,690491.0,36120.0,69807.0,128892.0,10137.0,714430.0,15092.438707242964,806.0017242788928,6.0,6577.438707242965,872.0324384581643,5381.013309674221,351.2637713633629,95.49989250727879,560.8827037454511,8521.0,728.0,7793.0,455.05837895399054,79.72630223277451,812.2929007497527
2020,KS,Kansas,20,Midwest,West North Central,1876059.0,915305.0,960754.0,73014.0,128584.0,238878.0,20220.0,1415363.0,37052.0,59246.0,112938.0,10119.0,695951.0,35965.0,69338.0,125940.0,10102.0,719412.0,14566.23909217805,776.4275586310476,65.0,5852.23909217805,775.9928131199728,5003.280160575159,311.94323271166047,84.77969781875692,520.7659984319773,8779.0,760.0,8019.0,467.9490357179598,83.0324318123467,834.6569465232516
2019,KS,Kansas,20,Midwest,West North Central,1880114.0,918532.0,961582.0,72856.0,128081.0,233508.0,20129.0,1425540.0,37120.0,59255.0,110433.0,10126.0,701599.0,35742.0,68826.0,123075.0,10004.0,723941.0,17290.0,919.6250865638998,208.0,7321.0,1217.37,6005.63,389.3912815924992,132.53430473843045,624.5572400481706,10177.0,910.0,9267.0,541.2969639075077,99.07112653669117,963.7243625608633
2018,KS,Kansas,20,Midwest,West North Central,1886845.0,922547.0,964298.0,72395.0,128016.0,228234.0,20067.0,1438133.0,36903.0,59382.0,107703.0,10129.0,708431.0,35498.0,68634.0,120531.0,9939.0,729702.0,18166.37,962.7907962763236,91.0,8039.37,1239.8,6712.521,426.07474381838466,134.38881704671957,696.1044200029452,10218.0,929.0,9289.0,541.5389181411298,100.6994765578339,963.291430657328
2017,KS,Kansas,20,Midwest,West North Central,1889527.0,924810.0,964717.0,70760.0,127454.0,222470.0,20152.0,1448691.0,36152.0,59181.0,104996.0,10148.0,714334.0,34614.0,68273.0,117474.0,10005.0,734357.0,17626.73,932.8646798907876,97.0,7708.73,1174.665,6621.212,407.97141295149527,127.01690076880656,686.3372367233085,10015.0,903.0,9112.0,530.0268268196221,97.64167775002431,944.5257002830882
2016,KS,Kansas,20,Midwest,West North Central,1896384.0,929293.0,967091.0,70099.0,127484.0,217555.0,20213.0,1461033.0,35804.0,59288.0,102520.0,10169.0,721513.0,34301.0,68196.0,115035.0,10045.0,739520.0,17303.85,912.4655133137591,78.0,7461.85,1144.49,6310.748,393.47779774560433,123.15706671631014,652.5495532478329,9920.0,869.0,9051.0,523.1008065876953,93.5119494066995,935.8995172119272
2015,KS,Kansas,20,Midwest,West North Central,1898996.0,931767.0,967229.0,67313.0,127358.0,212183.0,20210.0,1471932.0,34451.0,59338.0,99992.0,10170.0,727817.0,32868.0,68020.0,112191.0,10041.0,744115.0,17081.3,899.4910995073186,78.0,7302.3,1075.745,5935.624,384.5347752180626,115.45214629837716,613.6730805217792,9857.0,839.0,9018.0,519.0637579015438,90.04397022002281,932.354178793233
2022,KY,Kentucky,21,South,East South Central,2892840.0,1431357.0,1461483.0,61341.0,270077.0,125333.0,6772.0,2429317.0,31233.0,131448.0,56800.0,3375.0,1208503.0,30109.0,138629.0,68533.0,3448.0,1220814.0,32951.87347083096,1139.0838577602271,9346.0,22553.873470830957,4261.0195724626,17832.95801912796,779.6446907133113,297.6909025814384,1220.1960624330193,19744.0,2283.0,17461.0,682.5126864949323,159.49899291371753,1194.7453374414893
2021,KY,Kentucky,21,South,East South Central,2898756.0,1435470.0,1463286.0,59327.0,267181.0,120066.0,6699.0,2445483.0,30197.0,130745.0,54077.0,3345.0,1217108.0,29131.0,136436.0,65989.0,3405.0,1228375.0,30621.882881345307,1056.3801465644333,8750.0,20811.882881345307,3683.4793475441866,17637.45320562379,717.9591135419921,256.60441162435905,1205.3319177265273,18560.0,2067.0,16493.0,640.2746557488798,143.99464983594223,1127.1207405797636
2020,KY,Kentucky,21,South,East South Central,2910136.0,1440743.0,1469393.0,57873.0,266497.0,115405.0,6730.0,2463631.0,29585.0,130224.0,51664.0,3342.0,1225931.0,28289.0,136273.0,63741.0,3440.0,1237700.0,26676.372143578737,916.6709783865336,8750.0,16874.372143578737,2856.808402007266,14941.39567162476,579.8482319581881,198.28716169415824,1016.8413536490754,18552.0,2024.0,16528.0,637.4959795693397,140.48307019364313,1124.8182072461211
2019,KY,Kentucky,21,South,East South Central,2918305.0,1446272.0,1472033.0,56520.0,264724.0,112104.0,6799.0,2478158.0,28921.0,129581.0,49744.0,3383.0,1234646.0,27600.0,135143.0,62360.0,3468.0,1243512.0,37532.0,1286.0890139995647,10862.0,25312.0,4791.0,19628.0,867.3527955439887,331.26548809629173,1333.3940203786192,23082.0,2905.0,20177.0,790.9385756457943,200.86124878307817,1370.689379925586
2018,KY,Kentucky,21,South,East South Central,2924340.0,1451230.0,1473110.0,54610.0,262359.0,109023.0,6898.0,2491450.0,28069.0,128825.0,47991.0,3432.0,1242916.0,26542.0,133534.0,61032.0,3518.0,1248534.0,38223.96666666667,1307.0972139582493,11137.0,25929.966666666667,4780.5225,19243.4325,886.694661587458,329.41177483927424,1306.3133438779182,23431.0,3051.0,20380.0,801.2406218155209,210.2354554412464,1383.4676297085755
2017,KY,Kentucky,21,South,East South Central,2930536.0,1455501.0,1475035.0,53900.0,261029.0,104750.0,6906.0,2503951.0,27696.0,128346.0,45730.0,3448.0,1250284.0,26205.0,132683.0,59020.0,3510.0,1253667.0,36511.36666666667,1245.8938114620216,11531.0,24499.366666666665,4676.151666666667,19012.58,836.0029246071936,321.2743699019559,1288.957889134834,23543.0,3021.0,20522.0,803.3683940412266,207.55739776200772,1391.2890202605363
2016,KY,Kentucky,21,South,East South Central,2930413.0,1457557.0,1472856.0,51885.0,257599.0,100166.0,7016.0,2513747.0,26714.0,126880.0,43574.0,3514.0,1256878.0,25172.0,130719.0,56592.0,3554.0,1256869.0,35444.066666666666,1209.5246187710286,11151.0,23573.066666666666,4463.630833333334,18195.8475,804.4281357838184,306.24056783599775,1235.4125250533657,23022.0,2942.0,20080.0,785.6230504027931,201.8445933846841,1363.3376243162943
2015,KY,Kentucky,21,South,East South Central,2933780.0,1460919.0,1472861.0,49516.0,255512.0,97163.0,6999.0,2524590.0,25550.0,125990.0,42035.0,3482.0,1263865.0,23967.0,129522.0,55128.0,3569.0,1260725.0,34234.82095238095,1166.9184789718706,9738.0,22271.820952380953,3927.379523809524,17589.49619047619,759.1510253795769,268.8293823141135,1194.2400668139214,21701.0,2587.0,19114.0,739.6941829312356,177.08031725235963,1297.7463589571587
2022,LA,Louisiana,22,South,West South Central,2933911.0,1479759.0,1454152.0,65166.0,980908.0,167138.0,21539.0,1699160.0,33154.0,513863.0,76334.0,10877.0,845531.0,32012.0,467045.0,90804.0,10663.0,853629.0,44410.208082158184,1513.686273447224,14377.0,31491.208082158184,2296.201068060761,28314.724832624273,1073.3525346255624,155.17398901177563,1947.16404011577,27296.0,1436.0,25860.0,930.3622366186295,97.04282927152327,1778.3560453102564
2021,LA,Louisiana,22,South,West South Central,2972265.0,1497569.0,1474696.0,64780.0,994280.0,163684.0,21754.0,1727767.0,32700.0,520465.0,74148.0,10971.0,859285.0,32080.0,473815.0,89536.0,10783.0,868482.0,42556.80465323123,1431.7971194772751,12843.0,29325.804653231236,2032.8019008701565,26056.20353335909,986.6483861039051,135.74011620634218,1766.8864317363775,26074.0,1225.0,24849.0,877.2434490195188,81.79923596174868,1685.0252526622437
2020,LA,Louisiana,22,South,West South Central,3000632.0,1511286.0,1489346.0,64968.0,1001642.0,161940.0,21756.0,1750326.0,32715.0,524785.0,72889.0,11014.0,869883.0,32253.0,476857.0,89051.0,10742.0,880443.0,39693.099192861795,1322.8246313730506,13061.0,25790.099192861795,1768.7553541184311,23672.18519915088,859.4889074322275,117.03644142263154,1589.4349062709996,26964.0,1191.0,25773.0,898.610692680742,78.80705571281676,1730.491101463327
2019,LA,Louisiana,22,South,West South Central,3023510.0,1522463.0,1501047.0,64667.0,1005962.0,160229.0,21761.0,1770891.0,32554.0,527074.0,71801.0,10979.0,880055.0,32113.0,478888.0,88428.0,10782.0,890836.0,48381.0,1600.1600788487551,16567.0,33339.0,2485.16,28995.84,1102.6588302998832,163.2328667429028,1931.7076680477028,31609.0,1689.0,29920.0,1045.440564112571,110.93865663730416,1993.275360465062
2018,LA,Louisiana,22,South,West South Central,3043971.0,1533509.0,1510462.0,63910.0,1009493.0,157578.0,21813.0,1791177.0,32150.0,529064.0,70319.0,11023.0,890953.0,31760.0,480429.0,87259.0,10790.0,900224.0,46646.3,1532.416044699506,17517.0,31766.3,2866.0950000000003,28281.305,1043.5809013949213,186.8978271402385,1872.361237819952,32397.0,1748.0,30649.0,1064.3005468843166,113.98694106131754,2029.11427099788
2017,LA,Louisiana,22,South,West South Central,3066326.0,1544594.0,1521732.0,63695.0,1012924.0,156220.0,21920.0,1811567.0,32006.0,530906.0,69342.0,11109.0,901231.0,31689.0,482018.0,86878.0,10811.0,910336.0,46570.9,1518.785021553481,18587.0,31418.9,2988.32,27714.78,1024.6431723176206,193.4696107844521,1821.265505358368,33739.0,1957.0,31782.0,1100.3070123659388,126.69996128432456,2088.5412148788355
2016,LA,Louisiana,22,South,West South Central,3087502.0,1554536.0,1532966.0,63590.0,1014795.0,155708.0,21843.0,1831566.0,31868.0,532000.0,68469.0,11085.0,911114.0,31722.0,482795.0,87239.0,10758.0,920452.0,45393.67307692308,1470.2394711622237,20623.0,30334.67307692308,2836.9153846153845,26755.28846153846,982.4988964192762,182.49274282585827,1745.3282369953713,35682.0,1981.0,33701.0,1155.6915590661963,127.43352357230712,2198.417968826445
2015,LA,Louisiana,22,South,West South Central,3092330.0,1557451.0,1534879.0,62480.0,1013315.0,153377.0,21791.0,1841367.0,31367.0,531693.0,66949.0,11024.0,916418.0,31113.0,481622.0,86428.0,10767.0,924949.0,50250.81615384616,1625.0146702921795,17930.0,31803.816153846154,2770.150769230769,28364.656923076924,1028.4741975741963,177.86439311610891,1848.0060593100125,36377.0,2046.0,34331.0,1176.3621605714784,131.36849891264637,2236.723546286059
2022,MA,Massachusetts,25,Northeast,New England,4630640.0,2326978.0,2303662.0,401823.0,387956.0,622148.0,10724.0,3207989.0,209106.0,194343.0,309534.0,5400.0,1608595.0,192717.0,193613.0,312614.0,5324.0,1599394.0,12584.0,271.7550921686851,128.0,6711.0,480.36508881930865,6430.180106045767,144.92597135601127,20.64330169083286,279.12862677101793,6001.0,224.0,5777.0,129.59331755437694,9.626219070399465,250.77463620965227
2021,MA,Massachusetts,25,Northeast,New England,4663443.0,2342848.0,2320595.0,394153.0,384758.0,610427.0,10806.0,3263299.0,204584.0,193155.0,303491.0,5443.0,1636175.0,189569.0,191603.0,306936.0,5363.0,1627124.0,12022.0,257.7923649972778,171.0,6045.0,394.76783139199847,5785.789478571498,129.62525756184863,16.849912217608587,249.32353463536285,6148.0,199.0,5949.0,131.83392613568986,8.493935586090092,256.3566671478651
2020,MA,Massachusetts,25,Northeast,New England,4678998.0,2349249.0,2329749.0,387691.0,381425.0,601313.0,10873.0,3297696.0,200748.0,191787.0,298687.0,5471.0,1652556.0,186943.0,189638.0,302626.0,5402.0,1645140.0,12170.0,260.0984227819717,193.0,5601.0,237.60832191136896,5494.501063019883,119.70511635183432,10.114224669729303,235.84090230406295,6762.0,198.0,6564.0,144.518121187485,8.42822536053011,281.74708949333166
2019,MA,Massachusetts,25,Northeast,New England,4717685.0,2372666.0,2345019.0,383499.0,380192.0,592582.0,10886.0,3350526.0,199270.0,191759.0,294602.0,5462.0,1681573.0,184229.0,188433.0,297980.0,5424.0,1668953.0,17083.0,362.10556660735085,277.0,9155.0,512.0,8745.0,194.05704280807217,21.579101314723605,372.9180872308498,8205.0,301.0,7904.0,173.9200476504896,12.686151358851182,337.0548383616508
2018,MA,Massachusetts,25,Northeast,New England,4718053.0,2376640.0,2341413.0,373364.0,373800.0,580795.0,10957.0,3379137.0,194366.0,189120.0,288990.0,5511.0,1698653.0,178998.0,184680.0,291805.0,5446.0,1680484.0,17785.0,376.956341948681,226.0,9319.0,569.79,8869.21,197.5179168186538,23.974602800592432,378.7973330634108,8692.0,524.0,8168.0,184.2285366442471,22.047933216641983,348.84917782552674
2017,MA,Massachusetts,25,Northeast,New England,4709896.0,2374946.0,2334950.0,364550.0,367843.0,561896.0,10903.0,3404704.0,189867.0,186382.0,279627.0,5475.0,1713595.0,174683.0,181461.0,282269.0,5428.0,1691109.0,19410.0,412.11101051912823,261.0,10538.0,644.0,9737.0,223.7416707290352,27.11640601512624,417.01107090087584,9133.0,531.0,8602.0,193.91086342458516,22.35840309632303,368.4018929741536
2016,MA,Massachusetts,25,Northeast,New England,4688538.0,2367473.0,2321065.0,350794.0,359806.0,542391.0,10855.0,3424692.0,182917.0,182827.0,270397.0,5432.0,1725900.0,167877.0,176979.0,271994.0,5423.0,1698792.0,19815.0,422.62641360697086,363.0,10775.0,623.0,9864.0,229.81577626117135,26.314978037764316,424.9773272183243,9403.0,583.0,8820.0,200.5529228940877,24.62541283469759,379.9979750674798
2015,MA,Massachusetts,25,Northeast,New England,4670047.0,2361836.0,2308211.0,337526.0,351797.0,524770.0,10842.0,3445112.0,176340.0,179269.0,262114.0,5424.0,1738689.0,161186.0,172528.0,262656.0,5418.0,1706423.0,20034.0,428.9892585663485,431.0,10543.0,573.0,10028.0,225.75789922456883,24.260786947103863,434.4490170092769,9922.0,654.0,9268.0,212.4603885142912,27.690322274704933,401.5230843280792
