year,state_abbr,state_name,state_fips,region,division,total_pop_15to64,female_pop_15to64,male_pop_15to64,aapi_pop_15to64,black_pop_15to64,latinx_pop_15to64,native_pop_15to64,white_pop_15to64,aapi_female_pop_15to64,black_female_pop_15to64,latinx_female_pop_15to64,native_female_pop_15to64,white_female_pop_15to64,aapi_male_pop_15to64,black_male_pop_15to64,latinx_male_pop_15to64,native_male_pop_15to64,white_male_pop_15to64,total_incarceration,total_incarceration_rate,held_in_jail,total_jail_pop,female_jail_pop,male_jail_pop,total_jail_pop_rate,female_jail_pop_rate,male_jail_pop_rate,total_prison_pop,female_prison_pop,male_prison_pop,total_prison_pop_rate,female_prison_pop_rate,male_prison_pop_rate
2018,CA,California,6,West,Pacific,26512430.0,13024444.0,13487986.0,4336459.0,1700440.0,10491512.0,141328.0,9842691.0,2248295.0,829639.0,5121239.0,70899.0,4754372.0,2088164.0,870801.0,5370273.0,70429.0,5088319.0,201982.0,761.8388808570168,1667.0,75024.0,10043.0,65664.0,282.9767018715372,77.10885777542596,486.833245526797,128625.0,5778.0,122847.0,485.14979577503834,44.36273824817397,910.7883119095765
2017,CA,California,6,West,Pacific,26501551.0,13042436.0,13459115.0,4284264.0,1697646.0,10389459.0,142811.0,9987371.0,2226315.0,831773.0,5076887.0,71742.0,4835719.0,2057949.0,865873.0,5312572.0,71069.0,5151652.0,205118.29,773.9859829336026,1762.0,75841.29,10260.06,66378.23,286.1767977278009,78.66674599745016,493.18421010593937,131039.0,5859.0,125180.0,494.45785267435855,44.92258961439412,930.0760116842749
2016,CA,California,6,West,Pacific,26434882.0,13033688.0,13401194.0,4212457.0,1692241.0,10270391.0,143746.0,10116047.0,2194045.0,832666.0,5024745.0,72337.0,4909895.0,2018412.0,859575.0,5245646.0,71409.0,5206152.0,204163.57,772.3263905622881,1651.0,75730.57,9910.37,64293.2,286.4796975450846,76.03657537298729,479.75725148072627,130084.0,5886.0,124198.0,492.09222874533725,45.15989641611798,926.7681670752621
2015,CA,California,6,West,Pacific,26315841.0,12996069.0,13319772.0,4127734.0,1687650.0,10133768.0,144707.0,10221982.0,2154928.0,832650.0,4962864.0,72941.0,4972686.0,1972806.0,855000.0,5170904.0,71766.0,5249296.0,203983.86,775.1371502814596,0.0,74390.86,9570.79,62748.07,282.684714503329,73.64373026951458,471.08967030366586,129593.0,5785.0,123808.0,492.45243577813073,44.51346018553764,929.5053999422813
2022,CO,Colorado,8,West,Mountain,3931755.0,1897324.0,2034431.0,170437.0,195214.0,889299.0,31482.0,2645323.0,89512.0,86689.0,428020.0,15556.0,1277548.0,80928.0,108525.0,461279.0,15927.0,1367775.0,27756.8,705.9646392005606,281.0,10869.8,1864.2811748588904,9214.885110423022,276.46178360554,98.25845110581483,452.94655411872026,17168.0,1402.0,15766.0,436.6497912509808,73.89354691133407,774.9586985255338
2021,CO,Colorado,8,West,Mountain,3915176.0,1890486.0,2024690.0,165471.0,191524.0,871824.0,31156.0,2655201.0,87041.0,85223.0,419689.0,15464.0,1283070.0,85324.0,106301.0,452135.0,15693.0,1372131.0,25642.0,654.9386285571836,125.0,9902.0,1475.9465207237513,7983.254388515277,252.91327899435427,78.07233276119216,394.29514585024253,15865.0,1266.0,14599.0,405.21805405427494,66.96690692234695,721.0486543619024
2020,CO,Colorado,8,West,Mountain,3903922.0,1885895.0,2018027.0,162145.0,188771.0,855554.0,31164.0,2666288.0,85399.0,84160.0,411650.0,15481.0,1289206.0,83640.0,104611.0,443904.0,15684.0,1377082.0,22781.73419556446,583.5601785989695,1091.0,7613.734195564458,1026.2216667097052,6551.127140475258,195.02782574970652,54.41563113056163,324.6303017985021,16259.0,1311.0,14948.0,416.47860792300673,69.51606531646777,740.7234888334001
2019,CO,Colorado,8,West,Mountain,3877220.0,1875093.0,2002127.0,158692.0,185809.0,838629.0,31104.0,2662986.0,83790.0,82850.0,403653.0,15435.0,1289366.0,81796.0,102960.0,434976.0,15670.0,1373620.0,32936.0,849.4746235704965,238.0,13389.0,2249.0,11034.0,345.32474298595383,119.94071760707337,551.1138903775834,19785.0,1919.0,17866.0,510.2882993485022,102.34159052377667,892.350984727742
2018,CO,Colorado,8,West,Mountain,3841477.0,1862704.0,1978773.0,155081.0,182457.0,820289.0,30944.0,2652706.0,82038.0,81631.0,395249.0,15367.0,1288420.0,79937.0,100827.0,425040.0,15578.0,1364286.0,33289.29,866.5752782067939,259.0,13176.29,2407.77,10959.48,343.0006218962134,129.26208350870562,553.8523115081922,20372.0,2025.0,18347.0,530.3168546889647,108.712924866216,927.1907389073936
2017,CO,Colorado,8,West,Mountain,3794758.0,1843426.0,1951332.0,149232.0,177886.0,798094.0,30559.0,2638987.0,79297.0,79736.0,384782.0,15205.0,1284407.0,76829.0,98151.0,413312.0,15355.0,1354580.0,33022.67,870.2180745122614,164.0,13240.67,2202.7,11050.3,348.9200101824675,119.4894723194747,566.2952280801012,19946.0,1902.0,18044.0,525.61981554555,103.1774532853502,924.7016909475168
2016,CO,Colorado,8,West,Mountain,3752681.0,1827395.0,1925286.0,144022.0,174599.0,777895.0,30254.0,2625911.0,76809.0,78476.0,375754.0,15137.0,1281220.0,74107.0,96124.0,402141.0,15118.0,1344691.0,32562.949999999997,867.7249678296662,376.0,12957.95,2046.48,10585.47,345.2984679486479,111.98892412423147,549.8128589726409,19981.0,1903.0,18078.0,532.4460032707283,104.13731021481398,938.9773779064512
2015,CO,Colorado,8,West,Mountain,3696203.0,1804309.0,1891894.0,137858.0,169945.0,757578.0,29759.0,2601063.0,73786.0,76694.0,366545.0,14816.0,1272469.0,70966.0,93252.0,391033.0,14944.0,1328594.0,32128.9,869.2406775277224,82.0,12169.9,1910.91,9883.49,329.2541021150624,105.90813436057792,522.4124607404009,20041.0,1842.0,18199.0,542.2050682822345,102.08894374522323,961.946070974378
2022,CT,Connecticut,9,Northeast,New England,2371482.0,1192265.0,1179217.0,136114.0,277800.0,446181.0,5250.0,1506137.0,70226.0,143379.0,223651.0,2514.0,752495.0,65888.0,134421.0,222530.0,2736.0,753642.0,10506.0,443.014115224151,0.0,4325.0,457.0,3868.0,182.37540913234847,38.33040473384692,328.014267094182,6181.0,330.0,5851.0,260.63870609180253,27.678410420502153,496.17670030198
2021,CT,Connecticut,9,Northeast,New England,2383747.0,1198393.0,1185354.0,134496.0,273556.0,434183.0,5199.0,1536313.0,69253.0,141596.0,217564.0,2498.0,767482.0,65243.0,131960.0,216619.0,2701.0,768831.0,9889.0,414.85107270192685,0.0,4282.0,369.0,3913.0,179.63315737785933,30.79123459499513,330.1123546214886,5607.0,266.0,5341.0,235.21791532406752,22.19639133406153,450.5826951273628
2020,CT,Connecticut,9,Northeast,New England,2368669.0,1189885.0,1178784.0,131337.0,269123.0,422306.0,5161.0,1540742.0,67530.0,139429.0,211167.0,2479.0,769280.0,63807.0,129694.0,211139.0,2682.0,771462.0,9559.0,403.55997397694654,0.0,3200.0,242.0,2958.0,135.09696795964317,20.338099900410544,250.9365583516573,6359.0,297.0,6062.0,268.46300601730337,24.96039533232203,514.2587615712463
2019,CT,Connecticut,9,Northeast,New England,2383868.0,1197713.0,1186155.0,130527.0,267644.0,414414.0,5189.0,1566094.0,67187.0,138483.0,207103.0,2486.0,782454.0,63340.0,129161.0,207311.0,2703.0,783640.0,12823.0,537.9073002364225,0.0,4072.0,422.0,3650.0,170.81482699545444,35.233816448514794,307.7169509886988,8751.0,519.0,8232.0,367.0924732409681,43.332584684310845,694.0071069969777
2018,CT,Connecticut,9,Northeast,New England,2396616.0,1204820.0,1191796.0,128580.0,264904.0,406685.0,5293.0,1591154.0,66249.0,137154.0,203175.0,2538.0,795704.0,62331.0,127750.0,203510.0,2755.0,795450.0,13681.0,570.8465603167132,0.0,4673.0,520.0,4153.0,194.983259729552,43.15997410401554,348.4656770118376,9008.0,482.0,8526.0,375.8633005871612,40.0059759964144,715.3908890447694
2017,CT,Connecticut,9,Northeast,New England,2402786.0,1208286.0,1194500.0,126091.0,262908.0,394529.0,5380.0,1613878.0,65130.0,135993.0,196891.0,2612.0,807660.0,60961.0,126915.0,197638.0,2768.0,806218.0,14040.0,584.3216998933738,0.0,4414.0,487.0,3927.0,183.7034176160507,40.305027121062395,328.75680200920885,9626.0,484.0,9142.0,400.61828227732315,40.05674153304764,765.3411469233989
2016,CT,Connecticut,9,Northeast,New England,2410144.0,1212665.0,1197479.0,124012.0,260878.0,384398.0,5527.0,1635329.0,64057.0,135023.0,191550.0,2706.0,819329.0,59955.0,125855.0,192848.0,2821.0,816000.0,14957.0,620.5853260220136,0.0,4592.0,504.0,4088.0,190.52803483941207,41.561354537320696,341.3838572534466,10365.0,561.0,9804.0,430.05729118260155,46.26174582427958,818.7199942545965
2015,CT,Connecticut,9,Northeast,New England,2418238.0,1217549.0,1200689.0,121744.0,259216.0,375525.0,5643.0,1656110.0,62906.0,134255.0,186972.0,2781.0,830635.0,58838.0,124961.0,188553.0,2862.0,825475.0,15816.0,654.0299176507854,0.0,4596.0,544.0,4052.0,190.05573479533444,44.6799266395028,337.4729009760229,11220.0,577.0,10643.0,463.974182855451,47.39028983638442,886.4077209002497
2022,DC,District of Columbia,11,South,South Atlantic,476574.0,247842.0,228732.0,27258.0,195683.0,54264.0,1294.0,198075.0,15845.0,105871.0,26423.0,661.0,99042.0,11413.0,89812.0,27841.0,633.0,99033.0,3852.0,808.2690201311864,0.0,1380.0,66.0,1317.0,289.56678291304183,26.62986902946232,575.7830124337653,2472.0,,,518.7022372181445,,
2021,DC,District of Columbia,11,South,South Atlantic,474774.0,245851.0,228923.0,26422.0,198081.0,52732.0,1249.0,196290.0,15254.0,107058.0,25388.0,634.0,97517.0,11168.0,91023.0,27344.0,615.0,98773.0,4031.0,849.0355411206175,0.0,1483.0,63.0,1448.0,312.3591435082797,25.625277098730532,632.5270942631365,2548.0,,,536.6763976123376,,
2020,DC,District of Columbia,11,South,South Atlantic,476356.0,245273.0,231083.0,25872.0,200486.0,53532.0,1238.0,195228.0,14993.0,107831.0,25547.0,626.0,96276.0,10879.0,92655.0,27985.0,612.0,98952.0,4633.0,972.5919270461588,0.0,1269.0,41.0,1223.0,266.3974002636684,16.71606740244544,529.247067071139,3364.0,,,706.1945267824904,,
2019,DC,District of Columbia,11,South,South Atlantic,494752.0,255751.0,239001.0,26857.0,207787.0,54252.0,1326.0,204530.0,15603.0,111984.0,25899.0,670.0,101595.0,11254.0,95803.0,28353.0,656.0,102935.0,5919.0,1196.3569626802923,0.0,1870.0,119.0,1698.0,377.967143134338,46.529632337703475,710.4572784214292,4049.0,,,818.3898195459542,,
2018,DC,District of Columbia,11,South,South Atlantic,495622.0,255988.0,239634.0,26526.0,210977.0,53700.0,1327.0,203092.0,15376.0,113531.0,25588.0,681.0,100812.0,11150.0,97446.0,28112.0,646.0,102280.0,6563.0,1324.1946483408726,0.0,2063.0,142.0,1892.0,416.24463805077255,55.47135021954154,789.537377834531,4500.0,132.0,4344.0,907.9500102901,51.56491710548932,1812.764465810361
2017,DC,District of Columbia,11,South,South Atlantic,494277.0,255783.0,238494.0,26095.0,213056.0,52852.0,1333.0,200941.0,15178.0,114992.0,25250.0,700.0,99663.0,10917.0,98064.0,27602.0,633.0,101278.0,4969.0,1005.3067409569936,1680.0,1920.0,165.0,1754.0,388.4461546865422,64.50780544445878,735.448271235335,4729.0,161.0,4781.0,956.750971621176,62.94397985792644,2004.6625910924383
2016,DC,District of Columbia,11,South,South Atlantic,491262.0,254134.0,237128.0,25239.0,214843.0,52211.0,1345.0,197624.0,14618.0,115922.0,24800.0,699.0,98095.0,10621.0,98921.0,27411.0,646.0,99529.0,5227.0,1063.9943655320378,1545.0,1858.0,128.0,1703.0,378.2095908089777,50.36712915233696,718.1775243750211,4914.0,161.0,4882.0,1000.280909168631,63.35240463692383,2058.803684086232
2015,DC,District of Columbia,11,South,South Atlantic,486520.0,252285.0,234235.0,24209.0,215237.0,51172.0,1328.0,194574.0,14004.0,116487.0,24399.0,688.0,96707.0,10205.0,98750.0,26773.0,640.0,97867.0,6893.0,1416.7968428841568,0.0,1814.0,107.0,1696.0,372.85209241141166,42.412351110846856,724.0591713450168,5079.0,175.0,5044.0,1043.9447504727452,69.36599480745981,2153.3929600614765
2022,DE,Delaware,10,South,South Atlantic,635477.0,323848.0,311629.0,31841.0,158275.0,68081.0,2206.0,375074.0,16039.0,83424.0,33067.0,1142.0,190176.0,15802.0,74851.0,35014.0,1064.0,184898.0,4954.0,779.5718806502832,0.0,2166.0,230.0,1936.0,340.84632488665994,71.02097280205528,621.2515523266449,2788.0,83.0,2705.0,438.7255557636232,25.629307576393863,868.0193435142429
2021,DE,Delaware,10,South,South Atlantic,632129.0,321525.0,310604.0,30937.0,155363.0,65556.0,2234.0,378039.0,15480.0,81736.0,31676.0,1157.0,191476.0,15457.0,73627.0,33880.0,1077.0,186563.0,4810.0,760.9206348704141,0.0,2018.0,166.0,1852.0,319.2386364175667,51.62895575771713,596.2576141968551,2792.0,76.0,2716.0,441.68199845284744,23.6373532384729,874.4253132606148
2020,DE,Delaware,10,South,South Atlantic,626888.0,318690.0,308198.0,30503.0,152846.0,63342.0,2200.0,377997.0,15297.0,80426.0,30481.0,1138.0,191348.0,15206.0,72420.0,32861.0,1062.0,186649.0,4710.0,751.3303811845177,0.0,1592.0,130.0,1462.0,253.95285920291985,40.79199221814302,474.37037229313626,3118.0,94.0,3024.0,497.377521981598,29.49574821927265,981.1874184777319
2019,DE,Delaware,10,South,South Atlantic,624163.0,317118.0,307045.0,30175.0,150715.0,61095.0,2232.0,379946.0,15056.0,79340.0,29338.0,1155.0,192229.0,15119.0,71375.0,31757.0,1077.0,187717.0,5692.0,911.9412717511291,0.0,1957.0,212.0,1745.0,313.5398926242023,66.85208660498616,568.3206044716572,3735.0,167.0,3568.0,598.4013791269268,52.661785202984376,1162.0446514354574
2018,DE,Delaware,10,South,South Atlantic,621543.0,315961.0,305582.0,29130.0,148554.0,59301.0,2257.0,382301.0,14560.0,78233.0,28406.0,1155.0,193607.0,14570.0,70321.0,30895.0,1102.0,188694.0,6067.0,976.11911002135,0.0,2082.0,232.0,1850.0,334.9728015599886,73.42678368532825,605.4021506502346,3985.0,189.0,3796.0,641.1463084613615,59.817509122961376,1242.21976425313
2017,DE,Delaware,10,South,South Atlantic,619484.0,315249.0,304235.0,28385.0,146447.0,57380.0,2242.0,385030.0,14341.0,77222.0,27390.0,1144.0,195152.0,14044.0,69225.0,29990.0,1098.0,189878.0,6443.0,1040.0591459989282,0.0,2377.0,328.0,2049.0,383.70643955291825,104.04473923787228,673.492530445215,4066.0,184.0,3882.0,656.35270644601,58.36656103587958,1275.987312439397
2016,DE,Delaware,10,South,South Atlantic,617936.0,314952.0,302984.0,27963.0,144555.0,55347.0,2257.0,387814.0,14182.0,76438.0,26500.0,1148.0,196684.0,13781.0,68117.0,28847.0,1109.0,191130.0,6585.0,1065.6443385722794,0.0,2495.0,337.0,2158.0,403.76349654333137,107.00043181183165,712.2488316214717,4090.0,201.0,3889.0,661.880842028948,63.81924864741294,1283.5661289044965
2015,DE,Delaware,10,South,South Atlantic,616293.0,314420.0,301873.0,27347.0,142483.0,54058.0,2277.0,390128.0,13850.0,75391.0,25822.0,1156.0,198201.0,13497.0,67092.0,28236.0,1121.0,191927.0,6654.0,1079.6812555067152,0.0,2466.0,312.0,2154.0,400.1343516801262,99.23032885948733,713.5451000917604,4188.0,225.0,3963.0,679.546903826589,71.56033331213027,1312.8037287203558
2022,FED,Federal,99,Federal system,Federal system,,,,,,,,,,,,,,,,,,,,,647.0,,,,,,,159309.0,11127.0,148182.0,,,
2021,FED,Federal,99,Federal system,Federal system,,,,,,,,,,,,,,,,,,,,,751.0,,,,,,,157314.0,10949.0,146365.0,,,
2020,FED,Federal,99,Federal system,Federal system,,,,,,,,,,,,,,,,,,,,,843.0,,,,,,,152156.0,10192.0,141964.0,,,
2019,FED,Federal,99,Federal system,Federal system,,,,,,,,,,,,,,,,,,,,,698.0,,,,,,,175116.0,12329.0,162787.0,,,
2018,FED,Federal,99,Federal system,Federal system,,,,,,,,,,,,,,,,,,,,,649.0,,,,,,,179898.0,12526.0,167372.0,,,
2017,FED,Federal,99,Federal system,Federal system,,,,,,,,,,,,,,,,,,,,,869.0,,,,,,,183058.0,12533.0,170525.0,,,
2016,FED,Federal,99,Federal system,Federal system,,,,,,,,,,,,,,,,,,,,,832.0,,,,,,,189192.0,12697.0,176495.0,,,
2015,FED,Federal,99,Federal system,Federal system,,,,,,,,,,,,,,,,,,,,,769.0,,,,,,,196455.0,12953.0,183502.0,,,
2022,FL,Florida,12,South,South Atlantic,13925999.0,6946847.0,6979152.0,509736.0,2360372.0,4123960.0,41604.0,6890327.0,270468.0,1209454.0,2023758.0,20679.0,3422488.0,239268.0,1150918.0,2100202.0,20925.0,3467839.0,139428.0,1001.2064484565884,830.0,55580.0,7647.457842781469,46230.58817563306,399.10960786368,110.08530694258084,662.4098196404528,84678.0,5524.0,79154.0,608.056915701344,79.51808928568602,1134.1492490778248
2021,FL,Florida,12,South,South Atlantic,13693459.0,6833563.0,6859896.0,490741.0,2332048.0,3996529.0,41052.0,6833089.0,260544.0,1196531.0,1962295.0,20479.0,3393714.0,230197.0,1135517.0,2034234.0,20573.0,3439375.0,133965.75,978.3192836813548,889.0,54437.75,7536.352557421345,45690.19691347591,397.54564569843166,110.28437957506716,666.0479534015664,80417.0,5013.0,75404.0,587.2657887243829,73.3585100481257,1099.2003377310675
2020,FL,Florida,12,South,South Atlantic,13574604.0,6775840.0,6798764.0,480067.0,2315168.0,3924327.0,40814.0,6814228.0,255365.0,1188202.0,1928112.0,20373.0,3383788.0,224702.0,1126966.0,1996215.0,20441.0,3430440.0,126583.0,932.498657051064,805.0,46361.0,5977.453318664971,40219.30269055544,341.52745818588886,88.2171556392266,591.5678598426925,81027.0,5015.0,76012.0,596.9013902726002,74.01296370634489,1118.0267472146409
2019,FL,Florida,12,South,South Atlantic,13480937.0,6735061.0,6745876.0,473036.0,2297963.0,3849791.0,40781.0,6819366.0,252035.0,1180186.0,1895018.0,20336.0,3387486.0,221001.0,1117777.0,1954773.0,20445.0,3431880.0,151510.0,1123.8833027704231,1109.0,56610.0,8832.2,46882.8,419.92630037511486,131.13763928789956,694.9846098564516,96009.0,6628.0,89381.0,712.183433540265,98.41039301648493,1324.9724720703434
2018,FL,Florida,12,South,South Atlantic,13402272.0,6705418.0,6696854.0,464432.0,2278907.0,3768515.0,40958.0,6849460.0,248080.0,1172325.0,1858341.0,20474.0,3406198.0,216352.0,1106582.0,1910174.0,20484.0,3443262.0,152929.5,1141.0714541534453,1123.0,56514.5,8872.69,46768.31,421.67850346568105,132.32120652284465,698.3623952381223,97538.0,6726.0,90812.0,727.7721269945872,100.30694581605502,1356.0397165594472
2017,FL,Florida,12,South,South Atlantic,13291633.0,6660174.0,6631459.0,455394.0,2256984.0,3657593.0,41111.0,6880551.0,243872.0,1162766.0,1806843.0,20574.0,3426119.0,211522.0,1094218.0,1850750.0,20537.0,3454432.0,152075.0,1144.1408290463633,1119.0,54690.0,8643.15,45914.85,411.4618572450804,129.77363654463082,692.3793089876602,98504.0,6725.0,91779.0,741.0978019028963,100.97333793381374,1383.9940803373738
2016,FL,Florida,12,South,South Atlantic,13123991.0,6584226.0,6539765.0,441758.0,2225838.0,3527417.0,40945.0,6888033.0,236813.0,1147876.0,1745583.0,20368.0,3433586.0,204945.0,1077962.0,1781834.0,20577.0,3454447.0,152348.75,1160.8416220340291,1161.0,53535.75,7788.19,43284.91,407.9227881213878,118.28558132725092,661.8725596409046,99974.0,6863.0,93111.0,761.7652282754538,104.233967667574,1423.7667561449073
2015,FL,Florida,12,South,South Atlantic,12917746.0,6488423.0,6429323.0,425754.0,2189691.0,3391926.0,40708.0,6869667.0,228781.0,1130902.0,1681862.0,20267.0,3426611.0,196973.0,1058789.0,1710064.0,20441.0,3443056.0,154941.37,1199.4458630785898,1073.0,54590.37,8187.71,44346.09,422.5998095952653,126.18952247718744,689.7474275285283,101424.0,6943.0,94481.0,785.152456163792,107.00597048003806,1469.5326397507172
2022,GA,Georgia,13,South,South Atlantic,7219544.0,3654198.0,3565346.0,383633.0,2442801.0,767470.0,19028.0,3606612.0,196543.0,1297197.0,361920.0,9895.0,1788644.0,187090.0,1145604.0,405550.0,9136.0,1817968.0,85444.56259250324,1183.517443657151,4726.0,41731.56259250323,5483.8123104273045,36859.22648473743,578.0359894268007,150.06883344655392,1033.819059489245,48439.0,3318.0,45121.0,670.9426523337208,90.79967752157928,1265.543372228109
2021,GA,Georgia,13,South,South Atlantic,7144149.0,3617392.0,3526757.0,367167.0,2401068.0,738367.0,19080.0,3618467.0,188526.0,1276074.0,347100.0,9954.0,1795739.0,178641.0,1124994.0,391267.0,9129.0,1822728.0,81081.06275611912,1134.9296152154598,4725.0,38796.06275611912,4766.846986503929,34204.67034850689,543.0466631661675,131.77579279502825,969.8618404530533,47010.0,3068.0,43942.0,658.0209903236901,84.81248368990697,1245.9605240735327
2020,GA,Georgia,13,South,South Atlantic,7116600.0,3598219.0,3518381.0,358328.0,2385298.0,716138.0,18983.0,3637853.0,184056.0,1265567.0,334960.0,9853.0,1803784.0,174272.0,1119731.0,381178.0,9133.0,1834069.0,75137.11822800853,1055.8007788551913,3999.0,31995.11822800854,3969.103845835772,29315.814135724657,449.58432717882897,110.3074561563866,833.218862190441,47141.0,3100.0,44041.0,662.4090155411292,86.15373327749089,1251.7405022366822
2019,GA,Georgia,13,South,South Atlantic,7073783.0,3577768.0,3496015.0,350108.0,2359453.0,694389.0,18899.0,3650934.0,179938.0,1252619.0,324047.0,9816.0,1811349.0,170170.0,1106834.0,370342.0,9085.0,1839585.0,91357.87,1291.499470650994,5817.88,42359.75,6420.89,37029.11,598.8273884002379,179.4663600322883,1059.1805241110235,54816.0,4018.0,50798.0,774.9177491025665,112.30465474564028,1453.0258022348305
2018,GA,Georgia,13,South,South Atlantic,7014199.0,3550594.0,3463605.0,338463.0,2326767.0,672605.0,18810.0,3657554.0,174189.0,1236304.0,313097.0,9718.0,1817287.0,164274.0,1090463.0,359508.0,9094.0,1840267.0,87801.92,1251.7740086929384,6568.7,40723.62,6397.82,36423.18,580.5883180673945,180.19013156671812,1051.5973963543763,53647.0,3939.0,49708.0,764.8343025340456,110.9391836971504,1435.152103083348
2017,GA,Georgia,13,South,South Atlantic,6961084.0,3526248.0,3434836.0,328475.0,2295266.0,650611.0,18700.0,3668032.0,169191.0,1220862.0,301960.0,9651.0,1824585.0,159284.0,1074404.0,348651.0,9051.0,1843447.0,85864.13,1233.4879165371367,9014.65,41211.78,6248.07,38782.561666666676,592.0310687243539,177.18748085784097,1129.0950038565643,53667.0,3828.0,49839.0,770.9575117898304,108.55731077337724,1450.9863061875444
2016,GA,Georgia,13,South,South Atlantic,6901050.0,3498570.0,3402480.0,316452.0,2260028.0,629554.0,18716.0,3676300.0,163438.0,1203317.0,291157.0,9645.0,1831014.0,153014.0,1056711.0,338397.0,9073.0,1845286.0,84037.88999999998,1217.7551242202271,8672.79,39083.68,5622.92,36997.41333333333,566.3439621506872,160.72052295652225,1087.3660780763837,53627.0,3788.0,49839.0,777.0846465392947,108.27280860465848,1464.784510122029
2015,GA,Georgia,13,South,South Atlantic,6828589.0,3463902.0,3364687.0,300626.0,2222206.0,607356.0,18582.0,3679819.0,155010.0,1184196.0,280131.0,9547.0,1835019.0,145616.0,1038010.0,327225.0,9037.0,1844800.0,81512.5,1193.694627103784,9491.72,38811.22,5393.75,36673.25,568.3636839177171,155.71312352370245,1089.945364903184,52193.0,3615.0,48578.0,764.3306691909559,104.36207490858575,1443.7598504704897
2022,HI,Hawaii,15,West,Pacific,895874.0,434357.0,461517.0,604176.0,27860.0,92474.0,4027.0,168818.0,303645.0,10370.0,44112.0,1773.0,75101.0,300531.0,17490.0,48362.0,2254.0,93717.0,4149.0,463.12316240899946,0.0,1582.0,223.0,1359.0,176.58733259364598,51.34025697755533,294.46369256170414,2503.0,212.0,2291.0,279.391968066938,48.807777933819416,496.4064162316882
2021,HI,Hawaii,15,West,Pacific,905999.0,438211.0,467788.0,609452.0,27872.0,91945.0,4085.0,174126.0,305690.0,10293.0,43851.0,1809.0,77215.0,303762.0,17579.0,48097.0,2276.0,96911.0,4102.0,452.75988163342345,0.0,1503.0,198.0,1305.0,165.89422284130558,45.183712868914746,278.97252601605857,2599.0,235.0,2364.0,286.86565879211787,53.62713396058064,505.3571275877107
2020,HI,Hawaii,15,West,Pacific,913860.0,441228.0,472632.0,612557.0,28474.0,91471.0,4090.0,178749.0,306880.0,10559.0,43494.0,1828.0,79114.0,305677.0,17915.0,47980.0,2262.0,99635.0,4171.0,456.41564353402055,0.0,1431.0,177.0,1254.0,156.58853653732518,40.11531453126275,265.3227034987051,2740.0,250.0,2490.0,299.82710699669536,56.660048772969986,526.8369471385772
2019,HI,Hawaii,15,West,Pacific,924083.0,446643.0,477440.0,617971.0,28339.0,91057.0,4041.0,184156.0,310077.0,19226.0,43204.0,1804.0,81596.0,307894.0,17730.0,47856.0,2237.0,102560.0,5279.0,571.2690310285981,0.0,2242.0,471.0,1771.0,242.6188989517175,105.4533486475776,370.93666219839145,3037.0,285.0,2752.0,328.65013207688054,63.80935109248326,576.4075067024129
2018,HI,Hawaii,15,West,Pacific,931759.0,451011.0,480748.0,621034.0,28191.0,90279.0,4132.0,189604.0,312247.0,19165.0,42997.0,1810.0,84056.0,308787.0,17643.0,47285.0,2322.0,105548.0,5375.0,576.8659063126838,0.0,2111.0,358.0,1753.0,226.56073083275825,79.37722139814771,364.6401025069267,3264.0,301.0,2963.0,350.3051754799256,66.73894871743704,616.3312171865509
2017,HI,Hawaii,15,West,Pacific,937138.0,453831.0,483307.0,622737.0,27900.0,89206.0,4126.0,194650.0,313415.0,19017.0,42585.0,1803.0,86275.0,309322.0,17500.0,46624.0,2323.0,108375.0,5630.0,600.7653088445885,0.0,2205.0,353.0,1852.0,235.2908536416195,77.78225815336546,383.1932912206941,3425.0,271.0,3154.0,365.47445520296907,59.713858242385385,652.5872788931259
2016,HI,Hawaii,15,West,Pacific,943498.0,456368.0,487130.0,624669.0,27683.0,88459.0,4183.0,199985.0,314227.0,18861.0,42220.0,1820.0,88504.0,310442.0,17439.0,46242.0,2363.0,111481.0,5602.0,593.7479464715346,0.0,1973.0,310.0,1663.0,209.11544062626524,67.92763734530028,341.3873093424753,3629.0,358.0,3271.0,384.63250584526946,78.44546506328227,671.4839981113871
2015,HI,Hawaii,15,West,Pacific,941542.0,455989.0,485553.0,621365.0,26843.0,86439.0,4259.0,204117.0,313051.0,18493.0,41381.0,1867.0,90461.0,308314.0,16967.0,45061.0,2392.0,113656.0,5879.0,624.4012481652438,0.0,2110.0,347.0,1763.0,224.10046498191264,76.09832693332514,363.091155857342,3769.0,355.0,3414.0,400.3007831833312,77.85275521997242,703.1158287560781
2022,IA,Iowa,19,Midwest,West North Central,2020215.0,984230.0,1035985.0,71631.0,102167.0,144814.0,7624.0,1693979.0,34958.0,45838.0,67848.0,3852.0,831734.0,36673.0,56329.0,76966.0,3772.0,862245.0,13307.587455600493,658.7213467675714,72.0,4906.587455600494,760.200341918871,3962.0137031414224,242.87451858344252,77.23807869287373,382.4392923779227,8473.0,718.0,7755.0,419.410805285576,72.95042825355861,748.5629618189453
2021,IA,Iowa,19,Midwest,West North Central,2025079.0,986777.0,1038302.0,70156.0,99202.0,139083.0,7601.0,1709037.0,34238.0,44489.0,65059.0,3830.0,839161.0,35918.0,54713.0,74024.0,3771.0,869876.0,12932.953921498243,638.6394763610824,69.0,4439.953921498242,577.9951687500212,3875.4621492819624,219.24843038213535,58.574041424761745,373.249993670624,8562.0,703.0,7859.0,422.7983204605845,71.24203340775068,756.9088762229101
