state_name,death_year,age_range,death_count
MISSISSIPPI,2018,21-30,6
MISSISSIPPI,2018,31-40,9
MISSISSIPPI,2018,41-50,9
MISSISSIPPI,2018,51-60,19
MISSISSIPPI,2018,61-70,21
MISSISSIPPI,2018,≥ 71,11
MISSISSIPPI,2019,≤ 20,0
MISSISSIPPI,2019,21-30,4
MISSISSIPPI,2019,31-40,10
MISSISSIPPI,2019,41-50,11
MISSISSIPPI,2019,51-60,19
MISSISSIPPI,2019,61-70,19
MISSISSIPPI,2019,≥ 71,10
MISSOURI,2015,≤ 20,0
MISSOURI,2015,21-30,1
MISSOURI,2015,31-40,5
MISSOURI,2015,41-50,4
MISSOURI,2015,51-60,3
MISSOURI,2015,61-70,3
MISSOURI,2015,≥ 71,3
MISSOURI,2016,≤ 20,0
MISSOURI,2016,21-30,3
MISSOURI,2016,31-40,5
MISSOURI,2016,41-50,14
MISSOURI,2016,51-60,34
MISSOURI,2016,61-70,32
MISSOURI,2016,≥ 71,11
MISSOURI,2017,≤ 20,0
MISSOURI,2017,21-30,4
MISSOURI,2017,31-40,4
MISSOURI,2017,41-50,11
MISSOURI,2017,51-60,31
MISSOURI,2017,61-70,29
MISSOURI,2017,≥ 71,15
MISSOURI,2018,≤ 20,0
MISSOURI,2018,21-30,6
MISSOURI,2018,31-40,10
MISSOURI,2018,41-50,12
MISSOURI,2018,51-60,24
MISSOURI,2018,61-70,28
MISSOURI,2018,≥ 71,26
MISSOURI,2019,≤ 20,0
MISSOURI,2019,21-30,3
MISSOURI,2019,31-40,11
MISSOURI,2019,41-50,12
MISSOURI,2019,51-60,18
MISSOURI,2019,61-70,22
MISSOURI,2019,≥ 71,18
MONTANA,2015,≤ 20,0
MONTANA,2015,21-30,1
MONTANA,2015,31-40,1
MONTANA,2015,41-50,0
MONTANA,2015,51-60,1
MONTANA,2015,61-70,2
MONTANA,2015,≥ 71,3
MONTANA,2016,≤ 20,0
MONTANA,2016,21-30,0
MONTANA,2016,31-40,0
MONTANA,2016,41-50,3
MONTANA,2016,51-60,7
MONTANA,2016,61-70,5
MONTANA,2016,≥ 71,1
MONTANA,2017,≤ 20,0
MONTANA,2017,21-30,1
MONTANA,2017,31-40,0
MONTANA,2017,41-50,0
MONTANA,2017,51-60,3
MONTANA,2017,61-70,6
MONTANA,2017,≥ 71,3
MONTANA,2018,≤ 20,0
MONTANA,2018,21-30,0
MONTANA,2018,31-40,1
MONTANA,2018,41-50,0
MONTANA,2018,51-60,2
MONTANA,2018,61-70,1
MONTANA,2018,≥ 71,1
MONTANA,2019,≤ 20,0
MONTANA,2019,21-30,0
MONTANA,2019,31-40,0
MONTANA,2019,41-50,1
MONTANA,2019,51-60,1
MONTANA,2019,61-70,3
MONTANA,2019,≥ 71,3
NEBRASKA,2015,≤ 20,0
NEBRASKA,2015,21-30,0
NEBRASKA,2015,31-40,0
NEBRASKA,2015,41-50,0
NEBRASKA,2015,51-60,1
NEBRASKA,2015,61-70,0
NEBRASKA,2015,≥ 71,2
NEBRASKA,2016,≤ 20,0
NEBRASKA,2016,21-30,1
NEBRASKA,2016,31-40,1
NEBRASKA,2016,41-50,1
NEBRASKA,2016,51-60,3
NEBRASKA,2016,61-70,2
NEBRASKA,2016,≥ 71,1
NEBRASKA,2017,≤ 20,0
NEBRASKA,2017,21-30,2
NEBRASKA,2017,31-40,3
NEBRASKA,2017,41-50,0
NEBRASKA,2017,51-60,3
NEBRASKA,2017,61-70,4
NEBRASKA,2017,≥ 71,4
NEBRASKA,2018,≤ 20,0
NEBRASKA,2018,21-30,1
NEBRASKA,2018,31-40,1
NEBRASKA,2018,41-50,1
NEBRASKA,2018,51-60,1
NEBRASKA,2018,61-70,2
NEBRASKA,2018,≥ 71,4
NEBRASKA,2019,≤ 20,0
NEBRASKA,2019,21-30,0
NEBRASKA,2019,31-40,1
NEBRASKA,2019,41-50,3
NEBRASKA,2019,51-60,6
NEBRASKA,2019,61-70,3
NEBRASKA,2019,≥ 71,4
NEVADA,2015,≤ 20,0
NEVADA,2015,21-30,1
NEVADA,2015,31-40,3
NEVADA,2015,41-50,2
NEVADA,2015,51-60,2
NEVADA,2015,61-70,2
NEVADA,2015,≥ 71,3
NEVADA,2016,≤ 20,0
NEVADA,2016,21-30,4
NEVADA,2016,31-40,3
NEVADA,2016,41-50,3
NEVADA,2016,51-60,5
NEVADA,2016,61-70,8
NEVADA,2016,≥ 71,7
NEVADA,2017,≤ 20,0
NEVADA,2017,21-30,1
NEVADA,2017,31-40,3
NEVADA,2017,41-50,8
NEVADA,2017,51-60,7
NEVADA,2017,61-70,15
NEVADA,2017,≥ 71,13
NEVADA,2018,≤ 20,0
NEVADA,2018,21-30,2
NEVADA,2018,31-40,3
NEVADA,2018,41-50,3
NEVADA,2018,51-60,5
NEVADA,2018,61-70,8
NEVADA,2018,≥ 71,8
NEVADA,2019,≤ 20,0
NEVADA,2019,21-30,1
NEVADA,2019,31-40,1
NEVADA,2019,41-50,2
NEVADA,2019,51-60,12
NEVADA,2019,61-70,7
NEVADA,2019,≥ 71,11
NEW HAMPSHIRE,2015,≤ 20,0
NEW HAMPSHIRE,2015,21-30,0
NEW HAMPSHIRE,2015,31-40,0
NEW HAMPSHIRE,2015,41-50,0
NEW HAMPSHIRE,2015,51-60,2
NEW HAMPSHIRE,2015,61-70,0
NEW HAMPSHIRE,2015,≥ 71,2
NEW HAMPSHIRE,2016,≤ 20,0
NEW HAMPSHIRE,2016,21-30,0
NEW HAMPSHIRE,2016,31-40,0
NEW HAMPSHIRE,2016,41-50,0
NEW HAMPSHIRE,2016,51-60,1
NEW HAMPSHIRE,2016,61-70,4
NEW HAMPSHIRE,2016,≥ 71,4
NEW HAMPSHIRE,2017,≤ 20,0
NEW HAMPSHIRE,2017,21-30,0
NEW HAMPSHIRE,2017,31-40,1
NEW HAMPSHIRE,2017,41-50,2
NEW HAMPSHIRE,2017,51-60,0
NEW HAMPSHIRE,2017,61-70,0
NEW HAMPSHIRE,2017,≥ 71,2
NEW HAMPSHIRE,2018,≤ 20,0
NEW HAMPSHIRE,2018,21-30,0
NEW HAMPSHIRE,2018,31-40,1
NEW HAMPSHIRE,2018,41-50,1
NEW HAMPSHIRE,2018,51-60,0
NEW HAMPSHIRE,2018,61-70,3
NEW HAMPSHIRE,2018,≥ 71,3
NEW HAMPSHIRE,2019,≤ 20,0
NEW HAMPSHIRE,2019,21-30,0
NEW HAMPSHIRE,2019,31-40,0
NEW HAMPSHIRE,2019,41-50,1
NEW HAMPSHIRE,2019,51-60,1
NEW HAMPSHIRE,2019,61-70,3
NEW HAMPSHIRE,2019,≥ 71,3
NEW JERSEY,2015,≤ 20,0
NEW JERSEY,2015,21-30,1
NEW JERSEY,2015,31-40,3
NEW JERSEY,2015,41-50,2
NEW JERSEY,2015,51-60,1
NEW JERSEY,2015,61-70,5
NEW JERSEY,2015,≥ 71,1
NEW JERSEY,2016,≤ 20,0
NEW JERSEY,2016,21-30,1
NEW JERSEY,2016,31-40,3
NEW JERSEY,2016,41-50,11
NEW JERSEY,2016,51-60,12
NEW JERSEY,2016,61-70,12
NEW JERSEY,2016,≥ 71,10
NEW JERSEY,2017,≤ 20,0
NEW JERSEY,2017,21-30,1
NEW JERSEY,2017,31-40,1
NEW JERSEY,2017,41-50,8
NEW JERSEY,2017,51-60,10
NEW JERSEY,2017,61-70,7
NEW JERSEY,2017,≥ 71,12
NEW JERSEY,2018,≤ 20,0
NEW JERSEY,2018,21-30,0
NEW JERSEY,2018,31-40,2
NEW JERSEY,2018,41-50,3
NEW JERSEY,2018,51-60,10
NEW JERSEY,2018,61-70,12
NEW JERSEY,2018,≥ 71,6
NEW JERSEY,2019,≤ 20,0
NEW JERSEY,2019,21-30,1
NEW JERSEY,2019,31-40,5
NEW JERSEY,2019,41-50,4
NEW JERSEY,2019,51-60,9
NEW JERSEY,2019,61-70,19
NEW JERSEY,2019,≥ 71,5
NEW MEXICO,2015,≤ 20,0
NEW MEXICO,2015,21-30,0
NEW MEXICO,2015,31-40,1
NEW MEXICO,2015,41-50,0
NEW MEXICO,2015,51-60,3
NEW MEXICO,2015,61-70,2
NEW MEXICO,2015,≥ 71,1
NEW MEXICO,2016,≤ 20,0
NEW MEXICO,2016,21-30,2
NEW MEXICO,2016,31-40,5
NEW MEXICO,2016,41-50,2
NEW MEXICO,2016,51-60,1
NEW MEXICO,2016,61-70,4
NEW MEXICO,2016,≥ 71,2
NEW MEXICO,2017,≤ 20,0
NEW MEXICO,2017,21-30,1
NEW MEXICO,2017,31-40,2
NEW MEXICO,2017,41-50,2
NEW MEXICO,2017,51-60,7
NEW MEXICO,2017,61-70,5
NEW MEXICO,2017,≥ 71,1
NEW MEXICO,2018,≤ 20,0
NEW MEXICO,2018,21-30,4
NEW MEXICO,2018,31-40,1
NEW MEXICO,2018,41-50,2
NEW MEXICO,2018,51-60,5
NEW MEXICO,2018,61-70,6
NEW MEXICO,2018,≥ 71,4
NEW MEXICO,2019,≤ 20,0
NEW MEXICO,2019,21-30,0
NEW MEXICO,2019,31-40,3
NEW MEXICO,2019,41-50,1
NEW MEXICO,2019,51-60,3
NEW MEXICO,2019,61-70,8
NEW MEXICO,2019,≥ 71,3
NEW YORK,2015,≤ 20,0
NEW YORK,2015,21-30,2
NEW YORK,2015,31-40,4
NEW YORK,2015,41-50,2
NEW YORK,2015,51-60,8
NEW YORK,2015,61-70,10
NEW YORK,2015,≥ 71,3
NEW YORK,2016,≤ 20,0
NEW YORK,2016,21-30,9
NEW YORK,2016,31-40,12
NEW YORK,2016,41-50,19
NEW YORK,2016,51-60,44
NEW YORK,2016,61-70,45
NEW YORK,2016,≥ 71,18
NEW YORK,2017,≤ 20,0
NEW YORK,2017,21-30,7
NEW YORK,2017,31-40,17
NEW YORK,2017,41-50,22
NEW YORK,2017,51-60,35
NEW YORK,2017,61-70,38
NEW YORK,2017,≥ 71,24
NEW YORK,2018,≤ 20,1
NEW YORK,2018,21-30,6
NEW YORK,2018,31-40,15
NEW YORK,2018,41-50,16
NEW YORK,2018,51-60,33
NEW YORK,2018,61-70,45
NEW YORK,2018,≥ 71,22
NEW YORK,2019,≤ 20,0
NEW YORK,2019,21-30,8
NEW YORK,2019,31-40,10
NEW YORK,2019,41-50,15
NEW YORK,2019,51-60,31
NEW YORK,2019,61-70,27
NEW YORK,2019,≥ 71,21
NORTH CAROLINA,2015,≤ 20,0
NORTH CAROLINA,2015,21-30,0
NORTH CAROLINA,2015,31-40,3
NORTH CAROLINA,2015,41-50,1
NORTH CAROLINA,2015,51-60,5
NORTH CAROLINA,2015,61-70,10
NORTH CAROLINA,2015,≥ 71,5
NORTH CAROLINA,2016,≤ 20,0
NORTH CAROLINA,2016,21-30,5
NORTH CAROLINA,2016,31-40,6
NORTH CAROLINA,2016,41-50,14
NORTH CAROLINA,2016,51-60,43
NORTH CAROLINA,2016,61-70,38
NORTH CAROLINA,2016,≥ 71,21
NORTH CAROLINA,2017,≤ 20,0
NORTH CAROLINA,2017,21-30,4
NORTH CAROLINA,2017,31-40,6
NORTH CAROLINA,2017,41-50,17
NORTH CAROLINA,2017,51-60,27
NORTH CAROLINA,2017,61-70,34
NORTH CAROLINA,2017,≥ 71,16
NORTH CAROLINA,2018,≤ 20,0
NORTH CAROLINA,2018,21-30,5
NORTH CAROLINA,2018,31-40,7
NORTH CAROLINA,2018,41-50,17
NORTH CAROLINA,2018,51-60,23
NORTH CAROLINA,2018,61-70,35
NORTH CAROLINA,2018,≥ 71,31
NORTH CAROLINA,2019,≤ 20,0
NORTH CAROLINA,2019,21-30,3
NORTH CAROLINA,2019,31-40,7
NORTH CAROLINA,2019,41-50,13
NORTH CAROLINA,2019,51-60,33
NORTH CAROLINA,2019,61-70,36
NORTH CAROLINA,2019,≥ 71,27
NORTH DAKOTA,2015,≤ 20,0
NORTH DAKOTA,2015,21-30,0
NORTH DAKOTA,2015,31-40,0
NORTH DAKOTA,2015,41-50,0
NORTH DAKOTA,2015,51-60,0
NORTH DAKOTA,2015,61-70,0
NORTH DAKOTA,2015,≥ 71,0
NORTH DAKOTA,2016,≤ 20,0
NORTH DAKOTA,2016,21-30,1
NORTH DAKOTA,2016,31-40,0
NORTH DAKOTA,2016,41-50,1
NORTH DAKOTA,2016,51-60,2
NORTH DAKOTA,2016,61-70,0
NORTH DAKOTA,2016,≥ 71,0
NORTH DAKOTA,2017,≤ 20,0
NORTH DAKOTA,2017,21-30,0
NORTH DAKOTA,2017,31-40,0
NORTH DAKOTA,2017,41-50,1
NORTH DAKOTA,2017,51-60,1
NORTH DAKOTA,2017,61-70,0
NORTH DAKOTA,2017,≥ 71,0
NORTH DAKOTA,2018,≤ 20,0
NORTH DAKOTA,2018,21-30,0
NORTH DAKOTA,2018,31-40,0
NORTH DAKOTA,2018,41-50,0
NORTH DAKOTA,2018,51-60,0
NORTH DAKOTA,2018,61-70,0
NORTH DAKOTA,2018,≥ 71,0
NORTH DAKOTA,2019,≤ 20,0
NORTH DAKOTA,2019,21-30,0
NORTH DAKOTA,2019,31-40,0
NORTH DAKOTA,2019,41-50,0
NORTH DAKOTA,2019,51-60,1
NORTH DAKOTA,2019,61-70,0
NORTH DAKOTA,2019,≥ 71,0
OHIO,2015,≤ 20,0
OHIO,2015,21-30,2
OHIO,2015,31-40,1
OHIO,2015,41-50,2
OHIO,2015,51-60,7
OHIO,2015,61-70,8
OHIO,2015,≥ 71,7
OHIO,2016,≤ 20,0
OHIO,2016,21-30,6
OHIO,2016,31-40,5
OHIO,2016,41-50,15
OHIO,2016,51-60,36
OHIO,2016,61-70,38
OHIO,2016,≥ 71,33
OHIO,2017,≤ 20,0
OHIO,2017,21-30,4
OHIO,2017,31-40,9
OHIO,2017,41-50,15
OHIO,2017,51-60,36
OHIO,2017,61-70,53
OHIO,2017,≥ 71,32
OHIO,2018,≤ 20,0
OHIO,2018,21-30,9
OHIO,2018,31-40,7
OHIO,2018,41-50,18
OHIO,2018,51-60,33
OHIO,2018,61-70,44
OHIO,2018,≥ 71,40
OHIO,2019,≤ 20,0
OHIO,2019,21-30,9
OHIO,2019,31-40,11
OHIO,2019,41-50,10
OHIO,2019,51-60,26
OHIO,2019,61-70,40
OHIO,2019,≥ 71,40
OKLAHOMA,2015,≤ 20,0
OKLAHOMA,2015,21-30,1
OKLAHOMA,2015,31-40,1
OKLAHOMA,2015,41-50,5
OKLAHOMA,2015,51-60,3
OKLAHOMA,2015,61-70,4
OKLAHOMA,2015,≥ 71,4
OKLAHOMA,2016,≤ 20,0
OKLAHOMA,2016,21-30,4
OKLAHOMA,2016,31-40,12
OKLAHOMA,2016,41-50,15
OKLAHOMA,2016,51-60,37
OKLAHOMA,2016,61-70,14
OKLAHOMA,2016,≥ 71,11
OKLAHOMA,2017,≤ 20,0
OKLAHOMA,2017,21-30,8
OKLAHOMA,2017,31-40,7
OKLAHOMA,2017,41-50,13
OKLAHOMA,2017,51-60,18
OKLAHOMA,2017,61-70,31
OKLAHOMA,2017,≥ 71,9
OKLAHOMA,2018,≤ 20,0
OKLAHOMA,2018,21-30,1
OKLAHOMA,2018,31-40,12
OKLAHOMA,2018,41-50,16
OKLAHOMA,2018,51-60,22
OKLAHOMA,2018,61-70,39
OKLAHOMA,2018,≥ 71,23
OKLAHOMA,2019,≤ 20,0
OKLAHOMA,2019,21-30,7
OKLAHOMA,2019,31-40,5
OKLAHOMA,2019,41-50,10
OKLAHOMA,2019,51-60,30
OKLAHOMA,2019,61-70,33
OKLAHOMA,2019,≥ 71,15
OREGON,2015,≤ 20,0
OREGON,2015,21-30,0
OREGON,2015,31-40,0
OREGON,2015,41-50,1
OREGON,2015,51-60,3
OREGON,2015,61-70,3
OREGON,2015,≥ 71,1
OREGON,2016,≤ 20,0
OREGON,2016,21-30,3
OREGON,2016,31-40,1
OREGON,2016,41-50,5
OREGON,2016,51-60,14
OREGON,2016,61-70,11
OREGON,2016,≥ 71,13
OREGON,2017,≤ 20,0
OREGON,2017,21-30,1
OREGON,2017,31-40,1
OREGON,2017,41-50,2
OREGON,2017,51-60,8
OREGON,2017,61-70,8
OREGON,2017,≥ 71,5
OREGON,2018,≤ 20,0
OREGON,2018,21-30,1
OREGON,2018,31-40,0
OREGON,2018,41-50,3
OREGON,2018,51-60,11
OREGON,2018,61-70,8
OREGON,2018,≥ 71,10
OREGON,2019,≤ 20,0
OREGON,2019,21-30,3
OREGON,2019,31-40,0
OREGON,2019,41-50,3
OREGON,2019,51-60,6
OREGON,2019,61-70,5
OREGON,2019,≥ 71,17
PENNSYLVANIA,2015,≤ 20,0
PENNSYLVANIA,2015,21-30,3
PENNSYLVANIA,2015,31-40,5
PENNSYLVANIA,2015,41-50,7
PENNSYLVANIA,2015,51-60,8
PENNSYLVANIA,2015,61-70,15
PENNSYLVANIA,2015,≥ 71,5
PENNSYLVANIA,2016,≤ 20,0
PENNSYLVANIA,2016,21-30,6
PENNSYLVANIA,2016,31-40,12
PENNSYLVANIA,2016,41-50,15
PENNSYLVANIA,2016,51-60,55
PENNSYLVANIA,2016,61-70,47
PENNSYLVANIA,2016,≥ 71,36
PENNSYLVANIA,2017,≤ 20,0
PENNSYLVANIA,2017,21-30,8
PENNSYLVANIA,2017,31-40,11
PENNSYLVANIA,2017,41-50,21
PENNSYLVANIA,2017,51-60,43
PENNSYLVANIA,2017,61-70,57
PENNSYLVANIA,2017,≥ 71,41
PENNSYLVANIA,2018,≤ 20,0
PENNSYLVANIA,2018,21-30,7
PENNSYLVANIA,2018,31-40,13
PENNSYLVANIA,2018,41-50,17
PENNSYLVANIA,2018,51-60,46
PENNSYLVANIA,2018,61-70,41
PENNSYLVANIA,2018,≥ 71,42
PENNSYLVANIA,2019,≤ 20,0
PENNSYLVANIA,2019,21-30,7
PENNSYLVANIA,2019,31-40,11
PENNSYLVANIA,2019,41-50,16
PENNSYLVANIA,2019,51-60,37
PENNSYLVANIA,2019,61-70,44
PENNSYLVANIA,2019,≥ 71,42
RHODE ISLAND,2015,≤ 20,0
RHODE ISLAND,2015,21-30,0
RHODE ISLAND,2015,31-40,1
RHODE ISLAND,2015,41-50,1
RHODE ISLAND,2015,51-60,0
RHODE ISLAND,2015,61-70,0
RHODE ISLAND,2015,≥ 71,0
RHODE ISLAND,2016,≤ 20,0
RHODE ISLAND,2016,21-30,0
RHODE ISLAND,2016,31-40,0
RHODE ISLAND,2016,41-50,2
RHODE ISLAND,2016,51-60,0
RHODE ISLAND,2016,61-70,0
RHODE ISLAND,2016,≥ 71,0
RHODE ISLAND,2017,≤ 20,0
RHODE ISLAND,2017,21-30,1
RHODE ISLAND,2017,31-40,1
RHODE ISLAND,2017,41-50,0
RHODE ISLAND,2017,51-60,4
RHODE ISLAND,2017,61-70,0
RHODE ISLAND,2017,≥ 71,2
RHODE ISLAND,2018,≤ 20,0
RHODE ISLAND,2018,21-30,0
RHODE ISLAND,2018,31-40,0
RHODE ISLAND,2018,41-50,0
RHODE ISLAND,2018,51-60,1
RHODE ISLAND,2018,61-70,1
RHODE ISLAND,2018,≥ 71,3
RHODE ISLAND,2019,≤ 20,0
RHODE ISLAND,2019,21-30,0
RHODE ISLAND,2019,31-40,0
RHODE ISLAND,2019,41-50,0
RHODE ISLAND,2019,51-60,1
RHODE ISLAND,2019,61-70,0
RHODE ISLAND,2019,≥ 71,2
SOUTH CAROLINA,2015,≤ 20,0
SOUTH CAROLINA,2015,21-30,1
SOUTH CAROLINA,2015,31-40,1
SOUTH CAROLINA,2015,41-50,4
SOUTH CAROLINA,2015,51-60,10
SOUTH CAROLINA,2015,61-70,3
SOUTH CAROLINA,2015,≥ 71,5
SOUTH CAROLINA,2016,≤ 20,0
SOUTH CAROLINA,2016,21-30,6
SOUTH CAROLINA,2016,31-40,14
SOUTH CAROLINA,2016,41-50,12
SOUTH CAROLINA,2016,51-60,22
SOUTH CAROLINA,2016,61-70,17
SOUTH CAROLINA,2016,≥ 71,8
SOUTH CAROLINA,2017,≤ 20,0
SOUTH CAROLINA,2017,21-30,4
SOUTH CAROLINA,2017,31-40,10
SOUTH CAROLINA,2017,41-50,14
SOUTH CAROLINA,2017,51-60,27
SOUTH CAROLINA,2017,61-70,33
SOUTH CAROLINA,2017,≥ 71,17
SOUTH CAROLINA,2018,≤ 20,1
SOUTH CAROLINA,2018,21-30,8
SOUTH CAROLINA,2018,31-40,16
SOUTH CAROLINA,2018,41-50,13
SOUTH CAROLINA,2018,51-60,27
SOUTH CAROLINA,2018,61-70,16
SOUTH CAROLINA,2018,≥ 71,19
SOUTH CAROLINA,2019,≤ 20,0
SOUTH CAROLINA,2019,21-30,7
SOUTH CAROLINA,2019,31-40,16
SOUTH CAROLINA,2019,41-50,7
SOUTH CAROLINA,2019,51-60,17
SOUTH CAROLINA,2019,61-70,11
SOUTH CAROLINA,2019,≥ 71,12
SOUTH DAKOTA,2015,≤ 20,0
SOUTH DAKOTA,2015,21-30,1
SOUTH DAKOTA,2015,31-40,0
SOUTH DAKOTA,2015,41-50,0
SOUTH DAKOTA,2015,51-60,0
SOUTH DAKOTA,2015,61-70,1
SOUTH DAKOTA,2015,≥ 71,0
SOUTH DAKOTA,2016,≤ 20,0
SOUTH DAKOTA,2016,21-30,1
SOUTH DAKOTA,2016,31-40,1
SOUTH DAKOTA,2016,41-50,0
SOUTH DAKOTA,2016,51-60,2
SOUTH DAKOTA,2016,61-70,1
SOUTH DAKOTA,2016,≥ 71,0
SOUTH DAKOTA,2017,≤ 20,0
SOUTH DAKOTA,2017,21-30,1
SOUTH DAKOTA,2017,31-40,0
SOUTH DAKOTA,2017,41-50,3
SOUTH DAKOTA,2017,51-60,3
SOUTH DAKOTA,2017,61-70,1
SOUTH DAKOTA,2017,≥ 71,4
SOUTH DAKOTA,2018,≤ 20,0
SOUTH DAKOTA,2018,21-30,1
SOUTH DAKOTA,2018,31-40,0
SOUTH DAKOTA,2018,41-50,1
SOUTH DAKOTA,2018,51-60,0
SOUTH DAKOTA,2018,61-70,2
SOUTH DAKOTA,2018,≥ 71,2
SOUTH DAKOTA,2019,≤ 20,0
SOUTH DAKOTA,2019,21-30,0
SOUTH DAKOTA,2019,31-40,0
SOUTH DAKOTA,2019,41-50,5
SOUTH DAKOTA,2019,51-60,2
SOUTH DAKOTA,2019,61-70,4
SOUTH DAKOTA,2019,≥ 71,1
TENNESSEE,2015,≤ 20,0
TENNESSEE,2015,21-30,0
TENNESSEE,2015,31-40,2
TENNESSEE,2015,41-50,8
TENNESSEE,2015,51-60,12
TENNESSEE,2015,61-70,8
TENNESSEE,2015,≥ 71,2
TENNESSEE,2016,≤ 20,0
TENNESSEE,2016,21-30,4
TENNESSEE,2016,31-40,4
TENNESSEE,2016,41-50,15
TENNESSEE,2016,51-60,35
TENNESSEE,2016,61-70,36
TENNESSEE,2016,≥ 71,8
TENNESSEE,2017,≤ 20,0
TENNESSEE,2017,21-30,5
TENNESSEE,2017,31-40,11
TENNESSEE,2017,41-50,9
TENNESSEE,2017,51-60,29
TENNESSEE,2017,61-70,22
TENNESSEE,2017,≥ 71,20
TENNESSEE,2018,≤ 20,0
TENNESSEE,2018,21-30,5
TENNESSEE,2018,31-40,13
TENNESSEE,2018,41-50,24
TENNESSEE,2018,51-60,34
TENNESSEE,2018,61-70,32
TENNESSEE,2018,≥ 71,13
TENNESSEE,2019,≤ 20,0
TENNESSEE,2019,21-30,10
TENNESSEE,2019,31-40,9
TENNESSEE,2019,41-50,14
TENNESSEE,2019,51-60,29
TENNESSEE,2019,61-70,24
TENNESSEE,2019,≥ 71,17
TEXAS,2015,≤ 20,1
TEXAS,2015,21-30,5
TEXAS,2015,31-40,10
TEXAS,2015,41-50,15
TEXAS,2015,51-60,42
TEXAS,2015,61-70,34
TEXAS,2015,≥ 71,12
TEXAS,2016,≤ 20,0
TEXAS,2016,21-30,15
TEXAS,2016,31-40,31
TEXAS,2016,41-50,67
TEXAS,2016,51-60,127
TEXAS,2016,61-70,105
TEXAS,2016,≥ 71,58
TEXAS,2017,≤ 20,2
TEXAS,2017,21-30,22
TEXAS,2017,31-40,43
TEXAS,2017,41-50,69
TEXAS,2017,51-60,131
TEXAS,2017,61-70,126
TEXAS,2017,≥ 71,76
TEXAS,2018,≤ 20,0
TEXAS,2018,21-30,15
TEXAS,2018,31-40,37
TEXAS,2018,41-50,68
TEXAS,2018,51-60,156
TEXAS,2018,61-70,142
TEXAS,2018,≥ 71,87
TEXAS,2019,≤ 20,1
TEXAS,2019,21-30,16
TEXAS,2019,31-40,44
TEXAS,2019,41-50,57
TEXAS,2019,51-60,132
TEXAS,2019,61-70,117
TEXAS,2019,≥ 71,81
UTAH,2015,≤ 20,0
UTAH,2015,21-30,0
UTAH,2015,31-40,0
UTAH,2015,41-50,0
UTAH,2015,51-60,3
UTAH,2015,61-70,0
UTAH,2015,≥ 71,2
UTAH,2016,≤ 20,1
UTAH,2016,21-30,2
UTAH,2016,31-40,3
UTAH,2016,41-50,1
UTAH,2016,51-60,4
UTAH,2016,61-70,3
UTAH,2016,≥ 71,7
UTAH,2017,≤ 20,0
UTAH,2017,21-30,1
UTAH,2017,31-40,0
UTAH,2017,41-50,1
UTAH,2017,51-60,5
UTAH,2017,61-70,7
UTAH,2017,≥ 71,6
UTAH,2018,≤ 20,0
UTAH,2018,21-30,1
UTAH,2018,31-40,1
UTAH,2018,41-50,2
UTAH,2018,51-60,4
UTAH,2018,61-70,4
UTAH,2018,≥ 71,5
UTAH,2019,≤ 20,0
UTAH,2019,21-30,1
UTAH,2019,31-40,3
UTAH,2019,41-50,1
UTAH,2019,51-60,2
UTAH,2019,61-70,5
UTAH,2019,≥ 71,9
VERMONT,2015,≤ 20,0
VERMONT,2015,21-30,0
VERMONT,2015,31-40,0
VERMONT,2015,41-50,0
VERMONT,2015,51-60,1
VERMONT,2015,61-70,0
VERMONT,2015,≥ 71,0
VERMONT,2016,≤ 20,0
VERMONT,2016,21-30,1
VERMONT,2016,31-40,2
VERMONT,2016,41-50,1
VERMONT,2016,51-60,1
VERMONT,2016,61-70,0
VERMONT,2016,≥ 71,2
VERMONT,2017,≤ 20,0
VERMONT,2017,21-30,1
VERMONT,2017,31-40,0
VERMONT,2017,41-50,0
VERMONT,2017,51-60,2
VERMONT,2017,61-70,0
VERMONT,2017,≥ 71,1
VERMONT,2018,≤ 20,0
VERMONT,2018,21-30,0
VERMONT,2018,31-40,0
VERMONT,2018,41-50,0
VERMONT,2018,51-60,1
VERMONT,2018,61-70,0
VERMONT,2018,≥ 71,1
VERMONT,2019,≤ 20,0
VERMONT,2019,21-30,0
VERMONT,2019,31-40,0
VERMONT,2019,41-50,1
VERMONT,2019,51-60,3
VERMONT,2019,61-70,0
VERMONT,2019,≥ 71,1
VIRGINIA,2015,≤ 20,0
VIRGINIA,2015,21-30,2
VIRGINIA,2015,31-40,4
VIRGINIA,2015,41-50,0
VIRGINIA,2015,51-60,9
VIRGINIA,2015,61-70,4
VIRGINIA,2015,≥ 71,1
VIRGINIA,2016,≤ 20,0
VIRGINIA,2016,21-30,2
VIRGINIA,2016,31-40,3
VIRGINIA,2016,41-50,14
VIRGINIA,2016,51-60,36
VIRGINIA,2016,61-70,24
VIRGINIA,2016,≥ 71,11
VIRGINIA,2017,≤ 20,0
VIRGINIA,2017,21-30,0
VIRGINIA,2017,31-40,7
VIRGINIA,2017,41-50,13
VIRGINIA,2017,51-60,28
VIRGINIA,2017,61-70,24
VIRGINIA,2017,≥ 71,21
VIRGINIA,2018,≤ 20,0
VIRGINIA,2018,21-30,3
VIRGINIA,2018,31-40,6
VIRGINIA,2018,41-50,15
VIRGINIA,2018,51-60,36
VIRGINIA,2018,61-70,30
VIRGINIA,2018,≥ 71,16
VIRGINIA,2019,≤ 20,0
VIRGINIA,2019,21-30,3
